timestamp,long,lat,individual-local-identifier
2008-10-05 20:41:52,-2.19087,58.0758,gp13-902-08
2008-10-06 00:09:56,-2.27055,58.12224,gp13-902-08
2008-10-06 00:40:36,-2.28842,58.13324,gp13-902-08
2008-10-06 01:07:48,-2.30684,58.14289,gp13-902-08
2008-10-06 01:38:04,-2.32966,58.15406,gp13-902-08
2008-10-06 02:40:08,-2.37348,58.17023,gp13-902-08
2008-10-06 03:09:08,-2.39333,58.17514,gp13-902-08
2008-10-06 03:38:24,-2.41974,58.18165,gp13-902-08
2008-10-06 04:39:52,-2.46511,58.19399,gp13-902-08
2008-10-06 05:07:36,-2.49058,58.20277,gp13-902-08
2008-10-06 05:37:00,-2.50556,58.21678,gp13-902-08
2008-10-06 06:08:20,-2.50201,58.23514,gp13-902-08
2008-10-06 06:41:28,-2.49145,58.25292,gp13-902-08
2008-10-06 07:07:00,-2.49296,58.26981,gp13-902-08
2008-10-06 07:37:04,-2.50117,58.29126,gp13-902-08
2008-10-06 08:08:00,-2.51716,58.31612,gp13-902-08
2008-10-06 09:40:32,-2.58155,58.38298,gp13-902-08
2008-10-06 10:38:04,-2.6373,58.41384,gp13-902-08
2008-10-06 11:09:36,-2.67162,58.42918,gp13-902-08
2008-10-06 12:07:08,-2.72742,58.45518,gp13-902-08
2008-10-06 13:08:24,-2.77968,58.48042,gp13-902-08
2008-10-06 13:38:24,-2.80323,58.49151,gp13-902-08
2008-10-06 14:07:56,-2.83222,58.50229,gp13-902-08
2008-10-06 16:40:28,-2.99013,58.53652,gp13-902-08
2008-10-06 17:39:52,-3.05413,58.56151,gp13-902-08
