"","X","Elk","Serial","Date_Time","Date","Month","Day","Year","Hour","Longitude","Latitude","id","UTM_X","UTM_Y"
"1",8968,"Wiggins1",38063,2016-01-01 02:00:53,"2016/01/01",1,1,2016,2,-109.5370383,43.5628378,1,618150.116474014,4824359.71018264
"2",8969,"Wiggins1",38063,2016-01-01 05:00:30,"2016/01/01",1,1,2016,5,-109.5385528,43.5597806,1,618033.731517618,4824018.04401059
"3",8970,"Wiggins1",38063,2016-01-01 08:00:30,"2016/01/01",1,1,2016,8,-109.53333,43.5614183,1,618452.363929213,4824207.2806994
"4",8971,"Wiggins1",38063,2016-01-01 11:00:29,"2016/01/01",1,1,2016,11,-109.5357514,43.5611469,1,618257.365176542,4824173.73598957
"5",8972,"Wiggins1",38063,2016-01-01 14:00:30,"2016/01/01",1,1,2016,14,-109.5346931,43.5605881,1,618343.907949809,4824113.15856014
"6",8973,"Wiggins1",38063,2016-01-01 17:00:53,"2016/01/01",1,1,2016,17,-109.5322417,43.5600069,1,618543.001868069,4824052.12446757
"7",8974,"Wiggins1",38063,2016-01-01 20:00:22,"2016/01/01",1,1,2016,20,-109.5259914,43.5520581,1,619063.520993971,4823178.23361994
"8",8975,"Wiggins1",38063,2016-01-01 23:00:30,"2016/01/01",1,1,2016,23,-109.5279733,43.5501883,1,618907.099666691,4822967.71304426
"9",8976,"Wiggins1",38063,2016-01-02 02:00:43,"2016/01/02",1,2,2016,2,-109.5280081,43.5501822,1,618904.284209145,4822966.99662197
"10",8977,"Wiggins1",38063,2016-01-02 05:00:54,"2016/01/02",1,2,2016,5,-109.5290758,43.5595653,1,618799.574385241,4824007.55530719
"11",8978,"Wiggins1",38063,2016-01-02 08:00:25,"2016/01/02",1,2,2016,8,-109.5284275,43.5616244,1,618847.862611805,4824237.15646592
"12",8979,"Wiggins1",38063,2016-01-02 11:00:29,"2016/01/02",1,2,2016,11,-109.5281331,43.5574078,1,618879.978536655,4823769.34466807
"13",8980,"Wiggins1",38063,2016-01-02 14:00:30,"2016/01/02",1,2,2016,14,-109.5240131,43.5544381,1,619218.60358133,4823445.39348161
"14",8981,"Wiggins1",38063,2016-01-02 17:00:29,"2016/01/02",1,2,2016,17,-109.5258011,43.5575011,1,619068.14886203,4823783.01091554
"15",8982,"Wiggins1",38063,2016-01-02 20:00:29,"2016/01/02",1,2,2016,20,-109.5384825,43.5600417,1,618038.875483545,4824047.13035332
"16",8983,"Wiggins1",38063,2016-01-02 23:00:29,"2016/01/02",1,2,2016,23,-109.5407097,43.5612847,1,617856.587140121,4824182.01932999
"17",8984,"Wiggins1",38063,2016-01-03 02:00:30,"2016/01/03",1,3,2016,2,-109.54326,43.5637619,1,617645.818103298,4824453.50536404
"18",8985,"Wiggins1",38063,2016-01-03 05:00:22,"2016/01/03",1,3,2016,5,-109.5346658,43.5643117,1,618338.797525531,4824526.78870164
"19",8986,"Wiggins1",38063,2016-01-03 08:00:25,"2016/01/03",1,3,2016,8,-109.5344375,43.5640311,1,618357.761030218,4824495.90514857
"20",8987,"Wiggins1",38063,2016-01-03 11:00:29,"2016/01/03",1,3,2016,11,-109.5302067,43.5666194,1,618694.374861866,4824789.36502452
"21",8988,"Wiggins1",38063,2016-01-03 14:00:19,"2016/01/03",1,3,2016,14,-109.5294597,43.5644014,1,618759.058379926,4824544.09829877
"22",8989,"Wiggins1",38063,2016-01-03 17:00:40,"2016/01/03",1,3,2016,17,-109.5273053,43.5634206,1,618935.023993552,4824438.33965073
"23",8990,"Wiggins1",38063,2016-01-03 20:00:49,"2016/01/03",1,3,2016,20,-109.5309969,43.5606919,1,618642.210593011,4824129.9775582
"24",8991,"Wiggins1",38063,2016-01-03 23:00:29,"2016/01/03",1,3,2016,23,-109.5328678,43.5598372,1,618492.775835422,4824032.35154267
"25",8992,"Wiggins1",38063,2016-01-04 02:00:32,"2016/01/04",1,4,2016,2,-109.5342669,43.5593406,1,618380.75576593,4823975.27195368
"26",8993,"Wiggins1",38063,2016-01-04 05:00:30,"2016/01/04",1,4,2016,5,-109.5387658,43.5598803,1,618016.335107847,4824028.73663131
"27",8994,"Wiggins1",38063,2016-01-04 08:00:46,"2016/01/04",1,4,2016,8,-109.5300631,43.5664614,1,618706.314173027,4824772.0230034
"28",8995,"Wiggins1",38063,2016-01-04 11:00:30,"2016/01/04",1,4,2016,11,-109.527845,43.5660422,1,618886.257362309,4824728.65852538
"29",8996,"Wiggins1",38063,2016-01-04 14:00:37,"2016/01/04",1,4,2016,14,-109.5325483,43.5601164,1,618518.073890136,4824063.79379229
"30",8997,"Wiggins1",38063,2016-01-04 17:00:30,"2016/01/04",1,4,2016,17,-109.5340192,43.5574794,1,618404.432728042,4823768.82944698
"31",8998,"Wiggins1",38063,2016-01-04 20:00:48,"2016/01/04",1,4,2016,20,-109.5332708,43.5559094,1,618467.92436005,4823595.52929464
"32",8999,"Wiggins1",38063,2016-01-04 23:00:29,"2016/01/04",1,4,2016,23,-109.5358189,43.5559561,1,618262.027742632,4823597.12123442
"33",9000,"Wiggins1",38063,2016-01-05 02:00:49,"2016/01/05",1,5,2016,2,-109.54144,43.5565,1,617806.953936695,4823649.5573732
"34",9001,"Wiggins1",38063,2016-01-05 05:00:29,"2016/01/05",1,5,2016,5,-109.5415808,43.5564425,1,617795.676388202,4823643.02708913
"35",9002,"Wiggins1",38063,2016-01-05 08:00:48,"2016/01/05",1,5,2016,8,-109.5401292,43.5659139,1,617894.481622705,4824696.94533677
"36",9003,"Wiggins1",38063,2016-01-05 11:00:29,"2016/01/05",1,5,2016,11,-109.5373653,43.5726519,1,618104.526444969,4825449.20037711
"37",9004,"Wiggins1",38063,2016-01-05 14:00:48,"2016/01/05",1,5,2016,14,-109.5362739,43.5749156,1,618188.194597033,4825702.19430338
"38",9005,"Wiggins1",38063,2016-01-05 17:00:29,"2016/01/05",1,5,2016,17,-109.5458647,43.5849944,1,617394.176297287,4826807.87582113
"39",9006,"Wiggins1",38063,2016-01-05 20:00:47,"2016/01/05",1,5,2016,20,-109.5523083,43.5834275,1,616877.051248634,4826624.75929453
"40",9007,"Wiggins1",38063,2016-01-05 23:00:47,"2016/01/05",1,5,2016,23,-109.550805,43.5826511,1,616999.897954173,4826540.69085948
"41",9008,"Wiggins1",38063,2016-01-06 02:00:48,"2016/01/06",1,6,2016,2,-109.5566428,43.5812461,1,616531.275880118,4826376.44563292
"42",9009,"Wiggins1",38063,2016-01-06 05:00:29,"2016/01/06",1,6,2016,5,-109.5644489,43.5674372,1,615927.533877352,4824831.8826814
"43",9010,"Wiggins1",38063,2016-01-06 08:00:48,"2016/01/06",1,6,2016,8,-109.5558425,43.5669575,1,616623.441003658,4824790.72397723
"44",9011,"Wiggins1",38063,2016-01-06 11:00:33,"2016/01/06",1,6,2016,11,-109.5394703,43.5630167,1,617953.354467241,4824376.1360883
"45",9012,"Wiggins1",38063,2016-01-06 14:00:30,"2016/01/06",1,6,2016,14,-109.5391417,43.5630292,1,617979.820835528,4824377.93432747
"46",9013,"Wiggins1",38063,2016-01-06 17:00:46,"2016/01/06",1,6,2016,17,-109.5346611,43.5585836,1,618350.415782552,4823890.63769062
"47",9014,"Wiggins1",38063,2016-01-06 20:00:30,"2016/01/06",1,6,2016,20,-109.5362206,43.5556494,1,618230.15815089,4823562.45369676
"48",9015,"Wiggins1",38063,2016-01-06 23:00:54,"2016/01/06",1,6,2016,23,-109.5414283,43.5511719,1,617818.304846689,4823057.84153166
"49",9016,"Wiggins1",38063,2016-01-07 02:00:30,"2016/01/07",1,7,2016,2,-109.5422428,43.5507789,1,617753.236573654,4823013.039953
"50",9017,"Wiggins1",38063,2016-01-07 05:00:47,"2016/01/07",1,7,2016,5,-109.5429967,43.5546867,1,617684.723599401,4823445.99848639
"51",9018,"Wiggins1",38063,2016-01-07 08:00:48,"2016/01/07",1,7,2016,8,-109.5389614,43.5585819,1,618003.119486419,4823884.30252556
"52",9019,"Wiggins1",38063,2016-01-07 11:00:30,"2016/01/07",1,7,2016,11,-109.5378761,43.5593894,1,618089.175781113,4823975.46959305
"53",9020,"Wiggins1",38063,2016-01-07 14:00:30,"2016/01/07",1,7,2016,14,-109.5309006,43.5605389,1,618650.264315003,4824113.12223155
"54",9021,"Wiggins1",38063,2016-01-07 17:00:41,"2016/01/07",1,7,2016,17,-109.5315828,43.561505,1,618593.287438363,4824219.43402697
"55",9022,"Wiggins1",38063,2016-01-07 20:00:48,"2016/01/07",1,7,2016,20,-109.5150875,43.5482214,1,619951.83535123,4822767.76506095
"56",9023,"Wiggins1",38063,2016-01-07 23:00:30,"2016/01/07",1,7,2016,23,-109.5140083,43.5478164,1,620039.883145474,4822724.34409446
"57",9024,"Wiggins1",38063,2016-01-08 02:00:30,"2016/01/08",1,8,2016,2,-109.5059883,43.5382842,1,620706.775143614,4821677.32226633
"58",9025,"Wiggins1",38063,2016-01-08 05:00:29,"2016/01/08",1,8,2016,5,-109.5046764,43.5396939,1,620809.961874006,4821835.82325364
"59",9026,"Wiggins1",38063,2016-01-08 08:00:29,"2016/01/08",1,8,2016,8,-109.5030397,43.53938,1,620942.766665538,4821803.32828308
"60",9027,"Wiggins1",38063,2016-01-08 11:00:29,"2016/01/08",1,8,2016,11,-109.5022458,43.5392906,1,621007.09451131,4821794.5989832
"61",9028,"Wiggins1",38063,2016-01-08 14:00:29,"2016/01/08",1,8,2016,14,-109.5010606,43.5382689,1,621104.880565345,4821682.81992311
"62",9029,"Wiggins1",38063,2016-01-08 17:00:47,"2016/01/08",1,8,2016,17,-109.5005194,43.5379456,1,621149.318137471,4821647.73676463
"63",9030,"Wiggins1",38063,2016-01-08 20:00:32,"2016/01/08",1,8,2016,20,-109.4989072,43.5376414,1,621280.171351013,4821616.21294831
"64",9031,"Wiggins1",38063,2016-01-08 23:00:29,"2016/01/08",1,8,2016,23,-109.5055417,43.5403661,1,620738.654026678,4821909.19833678
"65",9032,"Wiggins1",38063,2016-01-09 02:00:49,"2016/01/09",1,9,2016,2,-109.516255,43.5469536,1,619860.074583021,4822625.36787312
"66",9033,"Wiggins1",38063,2016-01-09 05:00:30,"2016/01/09",1,9,2016,5,-109.5171922,43.5475536,1,619783.192449188,4822690.65407822
"67",9034,"Wiggins1",38063,2016-01-09 08:00:29,"2016/01/09",1,9,2016,8,-109.5171708,43.5479892,1,619784.027268348,4822738.99583387
"68",9035,"Wiggins1",38063,2016-01-09 11:00:29,"2016/01/09",1,9,2016,11,-109.5185631,43.5497986,1,619667.997372473,4822938.01161845
"69",9036,"Wiggins1",38063,2016-01-09 14:00:29,"2016/01/09",1,9,2016,14,-109.5179786,43.5502297,1,619714.319207538,4822986.71964071
"70",9037,"Wiggins1",38063,2016-01-09 17:00:29,"2016/01/09",1,9,2016,17,-109.5191758,43.5513667,1,619615.377971828,4823111.27307554
"71",9038,"Wiggins1",38063,2016-01-09 20:00:29,"2016/01/09",1,9,2016,20,-109.5169664,43.5484125,1,619799.749551528,4822786.26997177
"72",9039,"Wiggins1",38063,2016-01-09 23:00:47,"2016/01/09",1,9,2016,23,-109.534235,43.5527142,1,618396.317312574,4823239.31609141
"73",9040,"Wiggins1",38063,2016-01-10 02:00:30,"2016/01/10",1,10,2016,2,-109.5452283,43.5534789,1,617506.867419373,4823308.68102372
"74",9041,"Wiggins1",38063,2016-01-10 05:00:47,"2016/01/10",1,10,2016,5,-109.5452633,43.5533944,1,617504.205505556,4823299.19137283
"75",9042,"Wiggins1",38063,2016-01-10 08:00:48,"2016/01/10",1,10,2016,8,-109.5438053,43.5564297,1,617616.068444519,4823638.43430152
"76",9043,"Wiggins1",38063,2016-01-10 11:00:30,"2016/01/10",1,10,2016,11,-109.5527806,43.5655739,1,616873.393033361,4824641.31635067
"77",9044,"Wiggins1",38063,2016-01-10 14:00:46,"2016/01/10",1,10,2016,14,-109.5907889,43.5939728,1,613750.451972772,4827742.6046459
"78",9045,"Wiggins1",38063,2016-01-10 17:00:47,"2016/01/10",1,10,2016,17,-109.6028831,43.6289469,1,612708.879221697,4831610.39388985
"79",9046,"Wiggins1",38063,2016-01-10 20:00:30,"2016/01/10",1,10,2016,20,-109.6116753,43.6335344,1,611991.080606818,4832107.93797882
"80",9047,"Wiggins1",38063,2016-01-10 23:00:50,"2016/01/10",1,10,2016,23,-109.6117628,43.6334803,1,611984.082192537,4832101.82190467
"81",9048,"Wiggins1",38063,2016-01-11 02:00:30,"2016/01/11",1,11,2016,2,-109.6095586,43.6272683,1,612173.427519049,4831414.87896233
"82",9049,"Wiggins1",38063,2016-01-11 05:00:47,"2016/01/11",1,11,2016,5,-109.6095067,43.6275856,1,612177.031147452,4831450.26698401
"83",9050,"Wiggins1",38063,2016-01-11 08:00:48,"2016/01/11",1,11,2016,8,-109.6056961,43.6365644,1,612467.737058838,4832452.54006737
"84",9051,"Wiggins1",38063,2016-01-11 11:00:29,"2016/01/11",1,11,2016,11,-109.6069867,43.6364056,1,612363.895517546,4832433.24389923
"85",9052,"Wiggins1",38063,2016-01-11 14:00:48,"2016/01/11",1,11,2016,14,-109.6072131,43.6366867,1,612345.141991901,4832464.14652092
"86",9053,"Wiggins1",38063,2016-01-11 17:00:30,"2016/01/11",1,11,2016,17,-109.6026672,43.6300325,1,612724.276477595,4831731.18964163
"87",9054,"Wiggins1",38063,2016-01-11 20:00:48,"2016/01/11",1,11,2016,20,-109.6025758,43.6274244,1,612736.49294326,4831441.6630129
"88",9055,"Wiggins1",38063,2016-01-11 23:00:30,"2016/01/11",1,11,2016,23,-109.602405,43.6263097,1,612752.371087143,4831318.1719818
"89",9056,"Wiggins1",38063,2016-01-12 02:00:48,"2016/01/12",1,12,2016,2,-109.6036336,43.6256711,1,612654.412877354,4831245.53497789
"90",9057,"Wiggins1",38063,2016-01-12 05:00:23,"2016/01/12",1,12,2016,5,-109.5932564,43.6244989,1,613493.890942313,4831129.50382699
"91",9058,"Wiggins1",38063,2016-01-12 08:00:48,"2016/01/12",1,12,2016,8,-109.5643306,43.6179506,1,615840.112492212,4830442.21404393
"92",9059,"Wiggins1",38063,2016-01-12 11:00:30,"2016/01/12",1,12,2016,11,-109.5559756,43.6217364,1,616506.950711264,4830874.273675
"93",9060,"Wiggins1",38063,2016-01-12 14:00:48,"2016/01/12",1,12,2016,14,-109.5559797,43.6217356,1,616506.627979293,4830874.26806235
"94",9061,"Wiggins1",38063,2016-01-12 17:00:30,"2016/01/12",1,12,2016,17,-109.5461794,43.6093336,1,617321.516272144,4829510.67517449
"95",9062,"Wiggins1",38063,2016-01-12 20:00:47,"2016/01/12",1,12,2016,20,-109.5334661,43.5931392,1,618379.206810662,4827730.0661335
"96",9063,"Wiggins1",38063,2016-01-12 23:00:47,"2016/01/12",1,12,2016,23,-109.5336189,43.5938389,1,618365.484182653,4827807.5913223
"97",9064,"Wiggins1",38063,2016-01-13 02:00:48,"2016/01/13",1,13,2016,2,-109.5288931,43.5879206,1,618758.607014409,4827157.07292132
"98",9065,"Wiggins1",38063,2016-01-13 05:00:29,"2016/01/13",1,13,2016,5,-109.5402033,43.5776439,1,617865.62271366,4825999.58942753
"99",9066,"Wiggins1",38063,2016-01-13 08:00:51,"2016/01/13",1,13,2016,8,-109.5361411,43.5725147,1,618203.630838877,4825435.72517331
"100",9067,"Wiggins1",38063,2016-01-13 11:00:47,"2016/01/13",1,13,2016,11,-109.5387594,43.5765844,1,617984.284260016,4825883.91350964
"101",9068,"Wiggins1",38063,2016-01-13 14:00:34,"2016/01/13",1,13,2016,14,-109.5402367,43.5777094,1,617862.75067298,4826006.76019437
"102",9069,"Wiggins1",38063,2016-01-13 17:00:22,"2016/01/13",1,13,2016,17,-109.5398483,43.5771183,1,617895.312599082,4825941.67471878
"103",9070,"Wiggins1",38063,2016-01-13 20:00:54,"2016/01/13",1,13,2016,20,-109.5400075,43.5771225,1,617882.384010048,4825942.00304095
"104",9071,"Wiggins1",38063,2016-01-13 23:00:29,"2016/01/13",1,13,2016,23,-109.548945,43.5752347,1,617164.447925703,4825719.68019027
"105",9072,"Wiggins1",38063,2016-01-14 02:00:29,"2016/01/14",1,14,2016,2,-109.5696456,43.5698961,1,615503.147090462,4825097.74647588
"106",9073,"Wiggins1",38063,2016-01-14 05:00:29,"2016/01/14",1,14,2016,5,-109.5698483,43.5698397,1,615486.94214589,4825091.24633971
"107",9074,"Wiggins1",38063,2016-01-14 08:00:29,"2016/01/14",1,14,2016,8,-109.568755,43.5688161,1,615577.162937027,4824979.03904921
"108",9075,"Wiggins1",38063,2016-01-14 11:00:29,"2016/01/14",1,14,2016,11,-109.5585669,43.5699203,1,616397.755777145,4825115.86863207
"109",9076,"Wiggins1",38063,2016-01-14 14:00:29,"2016/01/14",1,14,2016,14,-109.5585336,43.56988,1,616400.497651724,4825111.47240092
"110",9077,"Wiggins1",38063,2016-01-14 17:00:54,"2016/01/14",1,14,2016,17,-109.5574606,43.5699203,1,616487.067816015,4825117.41820008
"111",9078,"Wiggins1",38063,2016-01-14 20:00:30,"2016/01/14",1,14,2016,20,-109.5590244,43.5695572,1,616361.550957231,4825074.91347538
"112",9079,"Wiggins1",38063,2016-01-14 23:00:29,"2016/01/14",1,14,2016,23,-109.5590661,43.5696278,1,616358.022630068,4825082.74001926
"113",9080,"Wiggins1",38063,2016-01-15 02:00:47,"2016/01/15",1,15,2016,2,-109.5561686,43.5666508,1,616597.706749922,4824756.17082015
"114",9081,"Wiggins1",38063,2016-01-15 05:00:29,"2016/01/15",1,15,2016,5,-109.5607956,43.5633492,1,616230.395483086,4824382.96644584
"115",9082,"Wiggins1",38063,2016-01-15 08:00:40,"2016/01/15",1,15,2016,8,-109.5444083,43.5632517,1,617554.096874478,4824395.23996499
"116",9083,"Wiggins1",38063,2016-01-15 11:00:30,"2016/01/15",1,15,2016,11,-109.5375619,43.5656919,1,618102.220416076,4824675.93406675
"117",9084,"Wiggins1",38063,2016-01-15 14:00:19,"2016/01/15",1,15,2016,14,-109.5376686,43.5654378,1,618094.075617331,4824647.57249011
"118",9085,"Wiggins1",38063,2016-01-15 17:00:22,"2016/01/15",1,15,2016,17,-109.5320725,43.5668,1,618543.327722967,4824806.80400562
"119",9086,"Wiggins1",38063,2016-01-15 20:00:22,"2016/01/15",1,15,2016,20,-109.5202422,43.5662244,1,619499.897095455,4824759.77489162
"120",9087,"Wiggins1",38063,2016-01-15 23:00:42,"2016/01/15",1,15,2016,23,-109.5206819,43.5679347,1,619460.981706605,4824949.16819326
"121",9088,"Wiggins1",38063,2016-01-16 02:00:30,"2016/01/16",1,16,2016,2,-109.5142931,43.5796722,1,619953.62160141,4826261.89889394
"122",9089,"Wiggins1",38063,2016-01-16 05:00:53,"2016/01/16",1,16,2016,5,-109.5158167,43.5814589,1,619827.02994113,4826458.16694539
"123",9090,"Wiggins1",38063,2016-01-16 08:00:30,"2016/01/16",1,16,2016,8,-109.5321639,43.5866094,1,618497.119107609,4827006.6896999
"124",9091,"Wiggins1",38063,2016-01-16 11:00:40,"2016/01/16",1,16,2016,11,-109.5348978,43.6034703,1,618243.377043019,4828875.40599132
"125",9092,"Wiggins1",38063,2016-01-16 14:00:48,"2016/01/16",1,16,2016,14,-109.5354025,43.6072683,1,618195.181652455,4829296.50038252
"126",9093,"Wiggins1",38063,2016-01-16 17:00:30,"2016/01/16",1,16,2016,17,-109.53216,43.5989353,1,618473.254573763,4828375.64196051
"127",9094,"Wiggins1",38063,2016-01-16 20:00:49,"2016/01/16",1,16,2016,20,-109.5421786,43.5859369,1,617689.917484746,4826917.82142462
"128",9095,"Wiggins1",38063,2016-01-16 23:00:48,"2016/01/16",1,16,2016,23,-109.5510483,43.5866647,1,616972.505131263,4826986.14961409
"129",9096,"Wiggins1",38063,2016-01-17 02:00:30,"2016/01/17",1,17,2016,2,-109.5551628,43.5844622,1,616644.556160468,4826735.69594566
"130",9097,"Wiggins1",38063,2016-01-17 05:00:47,"2016/01/17",1,17,2016,5,-109.5647117,43.5804836,1,615881.269621836,4826280.53238427
"131",9098,"Wiggins1",38063,2016-01-17 08:00:47,"2016/01/17",1,17,2016,8,-109.5532667,43.5809858,1,616804.347277272,4826352.30975885
"132",9099,"Wiggins1",38063,2016-01-17 11:00:47,"2016/01/17",1,17,2016,11,-109.5398658,43.5781625,1,617891.82190769,4826057.59729172
"133",9100,"Wiggins1",38063,2016-01-17 14:00:37,"2016/01/17",1,17,2016,14,-109.5396131,43.5780303,1,617912.507098296,4826043.29615145
"134",9101,"Wiggins1",38063,2016-01-17 17:00:30,"2016/01/17",1,17,2016,17,-109.5489322,43.5730828,1,617169.67079614,4825480.69455472
"135",9102,"Wiggins1",38063,2016-01-17 20:00:30,"2016/01/17",1,17,2016,20,-109.5534603,43.5724639,1,616805.240087056,4825405.57359194
"136",9103,"Wiggins1",38063,2016-01-17 23:00:29,"2016/01/17",1,17,2016,23,-109.5536825,43.5724767,1,616787.288704305,4825406.70539391
"137",9104,"Wiggins1",38063,2016-01-18 02:00:29,"2016/01/18",1,18,2016,2,-109.5712294,43.580495,1,615355.078072057,4826272.68627933
"138",9105,"Wiggins1",38063,2016-01-18 05:00:47,"2016/01/18",1,18,2016,5,-109.5777861,43.5849053,1,614817.295057035,4826753.38530919
"139",9106,"Wiggins1",38063,2016-01-18 08:00:37,"2016/01/18",1,18,2016,8,-109.5574328,43.6004497,1,616430.459752305,4828508.16509309
"140",9107,"Wiggins1",38063,2016-01-18 11:00:29,"2016/01/18",1,18,2016,11,-109.5676444,43.6281364,1,615553.279324585,4831568.76582224
"141",9108,"Wiggins1",38063,2016-01-18 14:00:54,"2016/01/18",1,18,2016,14,-109.5742239,43.6339414,1,615011.369298451,4832204.34522504
"142",9109,"Wiggins1",38063,2016-01-18 17:00:29,"2016/01/18",1,18,2016,17,-109.5705636,43.6329706,1,615308.464177273,4832101.69201816
"143",9110,"Wiggins1",38063,2016-01-18 20:00:29,"2016/01/18",1,18,2016,20,-109.5678939,43.6230969,1,615542.76383925,4831008.77539031
"144",9111,"Wiggins1",38063,2016-01-18 23:00:29,"2016/01/18",1,18,2016,23,-109.5694906,43.6176922,1,615424.257750005,4830406.26353627
"145",9112,"Wiggins1",38063,2016-01-19 02:00:29,"2016/01/19",1,19,2016,2,-109.5686156,43.6153858,1,615499.274675312,4830151.3710915
"146",9113,"Wiggins1",38063,2016-01-19 05:00:29,"2016/01/19",1,19,2016,5,-109.5682147,43.6155222,1,615531.371528682,4830167.03334117
"147",9114,"Wiggins1",38063,2016-01-19 08:00:19,"2016/01/19",1,19,2016,8,-109.5541128,43.61306,1,616674.041039899,4829913.3146929
"148",9115,"Wiggins1",38063,2016-01-19 11:00:22,"2016/01/19",1,19,2016,11,-109.5506156,43.6146747,1,616953.099597372,4830097.59896342
"149",9116,"Wiggins1",38063,2016-01-19 14:00:19,"2016/01/19",1,19,2016,14,-109.5501272,43.6146567,1,616992.593109168,4830096.28864994
"150",9117,"Wiggins1",38063,2016-01-19 17:00:29,"2016/01/19",1,19,2016,17,-109.5437725,43.6133644,1,617507.831309887,4829961.65675897
"151",9118,"Wiggins1",38063,2016-01-19 20:00:29,"2016/01/19",1,19,2016,20,-109.5419333,43.6109297,1,617661.054823263,4829693.93703208
"152",9119,"Wiggins1",38063,2016-01-19 23:00:29,"2016/01/19",1,19,2016,23,-109.54013,43.6114908,1,617805.457127072,4829758.79887854
"153",9120,"Wiggins1",38063,2016-01-20 02:00:29,"2016/01/20",1,20,2016,2,-109.5393422,43.6108314,1,617870.335374656,4829686.61605984
"154",9121,"Wiggins1",38063,2016-01-20 05:00:29,"2016/01/20",1,20,2016,5,-109.5399017,43.6110333,1,617824.750283377,4829708.25592626
"155",9122,"Wiggins1",38063,2016-01-20 08:00:29,"2016/01/20",1,20,2016,8,-109.5375897,43.6100219,1,618013.299748331,4829599.25501388
"156",9123,"Wiggins1",38063,2016-01-20 11:00:29,"2016/01/20",1,20,2016,11,-109.5393608,43.6117442,1,617867.018712342,4829787.98872018
"157",9124,"Wiggins1",38063,2016-01-20 14:00:16,"2016/01/20",1,20,2016,14,-109.5436872,43.6078175,1,617525.572047063,4829345.82860313
"158",9125,"Wiggins1",38063,2016-01-20 17:00:34,"2016/01/20",1,20,2016,17,-109.5466811,43.604265,1,617290.85613502,4828946.99325416
"159",9126,"Wiggins1",38063,2016-01-20 20:00:30,"2016/01/20",1,20,2016,20,-109.5477497,43.5989583,1,617214.886023916,4828356.07910317
"160",9127,"Wiggins1",38063,2016-01-20 23:00:53,"2016/01/20",1,20,2016,23,-109.548005,43.5964392,1,617199.194210562,4828075.95474524
"161",9128,"Wiggins1",38063,2016-01-21 02:00:30,"2016/01/21",1,21,2016,2,-109.5457342,43.5942886,1,617386.682321842,4827840.37860576
"162",9129,"Wiggins1",38063,2016-01-21 05:00:22,"2016/01/21",1,21,2016,5,-109.5450828,43.5948622,1,617438.116329496,4827904.93706639
"163",9130,"Wiggins1",38063,2016-01-21 08:00:30,"2016/01/21",1,21,2016,8,-109.5422403,43.6022564,1,617653.189167934,4828730.15093998
"164",9131,"Wiggins1",38063,2016-01-21 11:00:29,"2016/01/21",1,21,2016,11,-109.5394531,43.6064267,1,617869.979523738,4829197.34158763
"165",9132,"Wiggins1",38063,2016-01-21 14:00:16,"2016/01/21",1,21,2016,14,-109.5395839,43.6065997,1,617859.069516536,4829216.36939687
"166",9133,"Wiggins1",38063,2016-01-21 17:01:00,"2016/01/21",1,21,2016,17,-109.5343636,43.6084531,1,618276.708940568,4829429.58797675
"167",9134,"Wiggins1",38063,2016-01-21 20:00:29,"2016/01/21",1,21,2016,20,-109.5356975,43.6044806,1,618176.831544526,4828986.55099324
"168",9135,"Wiggins1",38063,2016-01-21 23:00:29,"2016/01/21",1,21,2016,23,-109.5365208,43.6042686,1,618110.825274157,4828961.83520494
"169",9136,"Wiggins1",38063,2016-01-22 02:00:23,"2016/01/22",1,22,2016,2,-109.5356989,43.5999378,1,618185.645668848,4828481.99551061
"170",9137,"Wiggins1",38063,2016-01-22 05:00:29,"2016/01/22",1,22,2016,5,-109.5355528,43.5996233,1,618198.046427709,4828447.21877908
"171",9138,"Wiggins1",38063,2016-01-22 08:00:30,"2016/01/22",1,22,2016,8,-109.5337431,43.6041197,1,618335.319785927,4828949.2411457
"172",9139,"Wiggins1",38063,2016-01-22 11:00:29,"2016/01/22",1,22,2016,11,-109.5337397,43.6104539,1,618323.142675804,4829652.71189999
"173",9140,"Wiggins1",38063,2016-01-22 14:00:25,"2016/01/22",1,22,2016,14,-109.5337875,43.6114803,1,618317.257391179,4829766.5931567
"174",9141,"Wiggins1",38063,2016-01-22 17:00:29,"2016/01/22",1,22,2016,17,-109.5351331,43.6107306,1,618210.187546853,4829681.49234046
"175",9142,"Wiggins1",38063,2016-01-22 20:00:29,"2016/01/22",1,22,2016,20,-109.5363436,43.6108706,1,618112.188534851,4829695.3179982
"176",9143,"Wiggins1",38063,2016-01-22 23:00:19,"2016/01/22",1,22,2016,23,-109.5373639,43.6105136,1,618030.575310333,4829654.21869564
"177",9144,"Wiggins1",38063,2016-01-23 02:00:34,"2016/01/23",1,23,2016,2,-109.5371556,43.6105044,1,618047.380065762,4829653.40371262
"178",9145,"Wiggins1",38063,2016-01-23 05:00:29,"2016/01/23",1,23,2016,5,-109.5382378,43.6121592,1,617956.829488865,4829835.6739448
"179",9146,"Wiggins1",38063,2016-01-23 08:00:47,"2016/01/23",1,23,2016,8,-109.5347478,43.6178956,1,618227.215429599,4830477.8002939
"180",9147,"Wiggins1",38063,2016-01-23 11:00:29,"2016/01/23",1,23,2016,11,-109.5349631,43.6204036,1,618204.953001981,4830756.03814158
"181",9148,"Wiggins1",38063,2016-01-23 14:00:08,"2016/01/23",1,23,2016,14,-109.54718,43.6267486,1,617206.896357161,4831443.40853286
