"","ID","time","x","y","long","lat","depth","chl","dive"
"887","gp13-902-08","2008-06-05 15:08:36",826735.542554974,6112827.81808534,2.117029999,55.05449,31,1.06540130692285,7
"888","gp13-902-08","2008-06-05 15:39:00",824525.023092239,6112490.71408945,2.082179999,55.05292,30.3496069238315,1.10418736126356,10
"889","gp13-902-08","2008-06-05 16:38:32",820743.691763818,6110916.384803,2.021449999,55.04128,28.139204039495,1.10418736126356,27
"890","gp13-902-08","2008-06-05 17:07:04",820132.999691139,6110237.95353344,2.011169999,55.0356,28.0827970947335,1.10418736126356,48
"891","gp13-902-08","2008-06-05 19:07:32",819944.133384391,6110696.9043921,2.008739999,55.03983,28.0827970947335,1.16472859363441,36
"892","gp13-902-08","2008-06-05 20:07:12",819846.319266644,6110995.95523706,2.007549999,55.04257,28.0827970947335,1.16472859363441,25
"893","gp13-902-08","2008-06-05 21:07:44",819789.508500033,6111456.57440794,2.007179999,55.04673,28.6588764785185,1.16472859363441,36
"894","gp13-902-08","2008-06-05 21:37:24",819820.60592691,6111657.64538707,2.007889999,55.04851,28.6588764785185,1.16472859363441,51
"895","gp13-902-08","2008-06-06 01:07:00",818506.40738543,6111891.85795708,1.987659999,55.05145,28.2115861324207,1.16472859363441,38
"896","gp13-902-08","2008-06-06 01:37:00",818356.933723576,6112134.73353785,1.985599999,55.05372,28.1703103627006,1.16472859363441,51
"897","gp13-902-08","2008-06-06 02:08:52",818585.453131164,6111943.31153777,1.988949999,55.05186,28.2115861324207,1.16472859363441,45
"898","gp13-902-08","2008-06-06 03:07:08",818354.377223688,6112116.67826782,1.985539999,55.05356,28.1703103627006,1.16472859363441,21
"899","gp13-902-08","2008-06-06 03:37:56",816882.96412323,6111707.88786192,1.962139999,55.05084,28,1.16472859363441,14
"900","gp13-902-08","2008-06-06 05:09:04",811855.297460559,6108985.2186163,1.880759999,55.02964,25.3517350168537,1.22433112205955,30
"901","gp13-902-08","2008-06-06 11:38:32",803968.489576747,6103847.62958446,1.752349999,54.98851,24.6798592796761,1.25437357416344,14
"902","gp13-902-08","2008-06-06 12:08:44",801547.460910816,6104026.22625458,1.714829999,54.99158,25.0569262524139,1.25437357416344,9
"903","gp13-902-08","2008-06-06 13:08:00",797147.377465748,6103904.21692239,1.64616,54.99313,26.0314544604711,1.25531561842193,7
"904","gp13-902-08","2008-06-06 13:38:48",794665.751016332,6104577.01751311,1.60819,55.00063,26.1405101460749,1.28051658884161,21
"905","gp13-902-08","2008-06-06 15:07:36",790493.354514602,6103009.70173657,1.54158,54.98904,25.2898157348966,1.30491745420037,42
"906","gp13-902-08","2008-06-06 17:08:48",790302.862202299,6103826.71785639,1.53944,54.99647,26.2841772487655,1.28255616896171,37
"907","gp13-902-08","2008-06-06 21:08:52",788314.40389551,6099774.26510144,1.50438,54.96132,23.3720338807203,1.30491745420037,29
"908","gp13-902-08","2008-06-06 22:07:00",786316.511096235,6100974.10975336,1.47447,54.97322,24.436953026539,1.27744012120269,31
"909","gp13-902-08","2008-06-06 23:37:00",784506.699473283,6103682.3657945,1.44897,54.99852,26.1963815821848,1.27744012120269,50
"910","gp13-902-08","2008-06-07 00:08:48",784649.61793681,6103554.18932302,1.45107,54.99729,26.1963815821848,1.27744012120269,35
"911","gp13-902-08","2008-06-07 02:08:44",782770.637604954,6104175.87756429,1.4224,55.00393,27.530806558883,1.15187445750332,17
"912","gp13-902-08","2008-06-07 02:37:00",782145.697878112,6102725.57853064,1.41123,54.99129,26.5710080326242,1.24786442713205,12
"913","gp13-902-08","2008-06-07 03:08:00",782642.62004126,6101251.37702615,1.41752,54.9778,25.7478654773985,1.24786442713205,21
"914","gp13-902-08","2008-06-07 03:38:28",782656.932910546,6099390.62538003,1.41591,54.96112,25.2990091587754,1.24786442713205,19
"915","gp13-902-08","2008-06-07 04:07:52",782276.095378925,6097426.80321306,1.40805,54.94374,24.8443824621357,1.25998578284293,19
"916","gp13-902-08","2008-06-07 04:39:16",782004.795524353,6095788.03530721,1.40222,54.92921,24.5430281049363,1.25998578284293,10
"917","gp13-902-08","2008-06-07 06:39:40",773808.533357555,6092524.04038175,1.27157,54.90452,32.107510298476,1.16501197691944,18
"918","gp13-902-08","2008-06-07 08:39:00",769640.777012902,6095387.6732722,1.20943,54.93245,42.3176675454992,1.0520676658696,10
"919","gp13-902-08","2008-06-07 10:08:48",771017.507167481,6101280.94482086,1.23642,54.98452,42.6297156812663,1.01436237088233,6
"920","gp13-902-08","2008-06-07 10:39:48",771895.941744521,6102778.24671172,1.25153,54.99746,40.4287716375681,1.01436237088233,0
"921","gp13-902-08","2008-06-07 11:38:48",775724.522677477,6106723.58443088,1.31501,55.03071,32.3743350738394,1.06766807735253,1
"922","gp13-902-08","2008-06-07 12:09:48",777339.094486275,6109054.59747373,1.34246,55.0507,30.0152419118404,1.03083710752785,21
"923","gp13-902-08","2008-06-07 14:10:12",780103.058228887,6112897.14858533,1.38937,55.08358,31.2090695494004,1.10636304343927,33
"924","gp13-902-08","2008-06-07 14:39:04",779621.562469869,6113234.0557173,1.38218,55.08687,33.9404522131112,1.02922971610206,27
"925","gp13-902-08","2008-06-07 15:39:08",778857.107676199,6113480.72084569,1.37048,55.08951,35.2213138206648,1.02922971610206,13
"926","gp13-902-08","2008-06-07 16:07:20",778613.268694007,6114522.34451191,1.36769,55.09898,35.2213138206648,1.02922971610206,13
"927","gp13-902-08","2008-06-07 17:07:52",779356.444721799,6115161.59374602,1.37993,55.10429,38.3196867868089,1.02922971610206,27
"928","gp13-902-08","2008-06-07 17:37:00",778836.165111347,6115958.17204472,1.37258,55.11172,38.3196867868089,1.02922971610206,30
"929","gp13-902-08","2008-06-07 21:07:00",781844.626733735,6115825.32835251,1.41947,55.10883,34.0601255637885,1.02922971610206,22
"930","gp13-902-08","2008-06-07 22:37:44",781252.974860632,6120286.95688691,1.41464,55.14914,37.6757235415231,0.947874807704222,3
"931","gp13-902-08","2008-06-07 23:40:20",786178.526842599,6120514.69924147,1.49192,55.14836,31.7619830408646,0.976370342424248,17
