"","X.1","X","Elk","Serial","Date_Time","Date","Month","Day","Year","Hour","coords.x1","coords.x2","id","UTM_X","UTM_Y"
"1",22033,22033,"Wiggins2",38064,"2015-03-03 15:01:00","2015/03/03",3,3,2015,15,-109.4997,43.52036,2,621250.720558903,4819695.81790405
"2",22034,22034,"Wiggins2",38064,"2015-03-03 16:00:12","2015/03/03",3,3,2015,16,-109.4443,43.48315,2,625805.336053571,4815645.50797641
"3",22035,22035,"Wiggins2",38064,"2015-03-03 17:00:12","2015/03/03",3,3,2015,17,-109.4058,43.48407,2,628916.815474076,4815806.59089509
"4",22036,22036,"Wiggins2",38064,"2015-03-03 18:00:30","2015/03/03",3,3,2015,18,-109.3877,43.49164,2,630364.227968668,4816675.50881573
"5",22037,22037,"Wiggins2",38064,"2015-03-03 19:00:11","2015/03/03",3,3,2015,19,-109.3838,43.49217,2,630678.428077532,4816740.4871199
"6",22038,22038,"Wiggins2",38064,"2015-03-03 20:00:30","2015/03/03",3,3,2015,20,-109.3846,43.49676,2,630603.847930019,4817248.99817994
"7",22039,22039,"Wiggins2",38064,"2015-03-03 21:00:11","2015/03/03",3,3,2015,21,-109.3845,43.49676,2,630611.932969,4817249.15512768
"8",22040,22040,"Wiggins2",38064,"2015-03-03 22:00:11","2015/03/03",3,3,2015,22,-109.381,43.49793,2,630892.381350004,4817384.5950791
"9",22041,22041,"Wiggins2",38064,"2015-03-03 23:00:54","2015/03/03",3,3,2015,23,-109.3813,43.49707,2,630869.984546109,4817288.61130638
"10",22042,22042,"Wiggins2",38064,"2015-03-04 00:00:04","2015/03/04",3,4,2015,0,-109.3814,43.49706,2,630861.921149194,4817287.34344364
"11",22043,22043,"Wiggins2",38064,"2015-03-04 01:00:11","2015/03/04",3,4,2015,1,-109.3813,43.4971,2,630869.919738008,4817291.94311791
"12",22044,22044,"Wiggins2",38064,"2015-03-04 02:00:30","2015/03/04",3,4,2015,2,-109.3783,43.4948,2,631117.447306095,4817041.22654829
"13",22045,22045,"Wiggins2",38064,"2015-03-04 03:00:12","2015/03/04",3,4,2015,3,-109.379,43.49498,2,631060.460806727,4817060.11476666
"14",22046,22046,"Wiggins2",38064,"2015-03-04 04:00:30","2015/03/04",3,4,2015,4,-109.379,43.49498,2,631060.460806727,4817060.11476666
"15",22047,22047,"Wiggins2",38064,"2015-03-04 05:00:05","2015/03/04",3,4,2015,5,-109.3782,43.49462,2,631125.922184708,4817021.39324472
"16",22048,22048,"Wiggins2",38064,"2015-03-04 06:00:30","2015/03/04",3,4,2015,6,-109.3769,43.49732,2,631225.182953882,4817323.30542204
"17",22049,22049,"Wiggins2",38064,"2015-03-04 07:00:14","2015/03/04",3,4,2015,7,-109.3769,43.49735,2,631225.117969214,4817326.63723409
"18",22050,22050,"Wiggins2",38064,"2015-03-04 08:00:30","2015/03/04",3,4,2015,8,-109.3769,43.49732,2,631225.182953882,4817323.30542204
"19",22051,22051,"Wiggins2",38064,"2015-03-04 09:00:15","2015/03/04",3,4,2015,9,-109.3769,43.49734,2,631225.139630774,4817325.52663007
"20",22052,22052,"Wiggins2",38064,"2015-03-04 10:01:13","2015/03/04",3,4,2015,10,-109.3763,43.49978,2,631268.361915416,4817597.46039284
"21",22053,22053,"Wiggins2",38064,"2015-03-04 11:00:13","2015/03/04",3,4,2015,11,-109.3774,43.50136,2,631176.009228261,4817771.2012483
"22",22054,22054,"Wiggins2",38064,"2015-03-04 12:00:13","2015/03/04",3,4,2015,12,-109.3774,43.50137,2,631176.009228261,4817771.2012483
"23",22055,22055,"Wiggins2",38064,"2015-03-04 13:00:30","2015/03/04",3,4,2015,13,-109.3773,43.50138,2,631184.050338835,4817773.58010678
"24",22056,22056,"Wiggins2",38064,"2015-03-04 14:00:30","2015/03/04",3,4,2015,14,-109.3772,43.50143,2,631192.026466504,4817779.29078922
"25",22057,22057,"Wiggins2",38064,"2015-03-04 15:00:13","2015/03/04",3,4,2015,15,-109.3769,43.50142,2,631216.301380589,4817778.65321908
"26",22058,22058,"Wiggins2",38064,"2015-03-04 16:00:30","2015/03/04",3,4,2015,16,-109.3769,43.50141,2,631216.323043785,4817777.54261433
"27",22059,22059,"Wiggins2",38064,"2015-03-04 17:00:12","2015/03/04",3,4,2015,17,-109.3765,43.50141,2,631248.660722619,4817778.17346322
"28",22060,22060,"Wiggins2",38064,"2015-03-04 18:00:25","2015/03/04",3,4,2015,18,-109.3772,43.50137,2,631192.156421605,4817772.62716079
"29",22061,22061,"Wiggins2",38064,"2015-03-04 19:00:13","2015/03/04",3,4,2015,19,-109.3757,43.49982,2,631316.783026339,4817602.84948956
"30",22062,22062,"Wiggins2",38064,"2015-03-04 20:00:29","2015/03/04",3,4,2015,20,-109.3757,43.49981,2,631316.804704916,4817601.73888506
"31",22063,22063,"Wiggins2",38064,"2015-03-04 21:00:12","2015/03/04",3,4,2015,21,-109.3758,43.49977,2,631308.806780263,4817597.138663
"32",22064,22064,"Wiggins2",38064,"2015-03-04 22:00:30","2015/03/04",3,4,2015,22,-109.3758,43.49977,2,631308.806780263,4817597.138663
"33",22065,22065,"Wiggins2",38064,"2015-03-04 23:00:30","2015/03/04",3,4,2015,23,-109.3758,43.49978,2,631308.785103037,4817598.24926748
"34",22066,22066,"Wiggins2",38064,"2015-03-05 00:00:15","2015/03/05",3,5,2015,0,-109.3749,43.49991,2,631381.264881558,4817614.10771313
"35",22067,22067,"Wiggins2",38064,"2015-03-05 01:00:15","2015/03/05",3,5,2015,1,-109.3771,43.50129,2,631200.414130484,4817763.89999142
"36",22068,22068,"Wiggins2",38064,"2015-03-05 02:00:30","2015/03/05",3,5,2015,2,-109.3774,43.50141,2,631175.900945729,4817776.75427195
"37",22069,22069,"Wiggins2",38064,"2015-03-05 03:00:12","2015/03/05",3,5,2015,3,-109.3773,43.50136,2,631184.093654507,4817771.35889732
"38",22070,22070,"Wiggins2",38064,"2015-03-05 04:00:30","2015/03/05",3,5,2015,4,-109.3763,43.5033,2,631260.733632321,4817988.39327894
"39",22071,22071,"Wiggins2",38064,"2015-03-05 05:00:06","2015/03/05",3,5,2015,5,-109.3772,43.50542,2,631183.384127663,4818222.42222478
"40",22072,22072,"Wiggins2",38064,"2015-03-05 06:00:12","2015/03/05",3,5,2015,6,-109.3775,43.50584,2,631158.22288676,4818268.59470465
"41",22073,22073,"Wiggins2",38064,"2015-03-05 07:00:06","2015/03/05",3,5,2015,7,-109.3775,43.50587,2,631158.15791586,4818271.92652123
"42",22074,22074,"Wiggins2",38064,"2015-03-05 08:00:13","2015/03/05",3,5,2015,8,-109.3776,43.50564,2,631150.572170567,4818246.22496365
"43",22075,22075,"Wiggins2",38064,"2015-03-05 09:00:30","2015/03/05",3,5,2015,9,-109.3779,43.50477,2,631128.204275501,4818149.12945962
"44",22076,22076,"Wiggins2",38064,"2015-03-05 10:00:30","2015/03/05",3,5,2015,10,-109.378,43.50481,2,631120.033705343,4818153.41428922
"45",22077,22077,"Wiggins2",38064,"2015-03-05 11:00:13","2015/03/05",3,5,2015,11,-109.378,43.50475,2,631120.163604486,4818146.75065729
"46",22078,22078,"Wiggins2",38064,"2015-03-05 12:00:21","2015/03/05",3,5,2015,12,-109.378,43.50474,2,631120.185254329,4818145.64005198
"47",22079,22079,"Wiggins2",38064,"2015-03-05 13:00:12","2015/03/05",3,5,2015,13,-109.3781,43.50498,2,631111.581714339,4818172.13699799
"48",22080,22080,"Wiggins2",38064,"2015-03-05 14:00:30","2015/03/05",3,5,2015,14,-109.3784,43.50534,2,631086.550678497,4818211.6461038
"49",22081,22081,"Wiggins2",38064,"2015-03-05 15:00:13","2015/03/05",3,5,2015,15,-109.3783,43.50535,2,631094.61292692,4818212.91426219
"50",22082,22082,"Wiggins2",38064,"2015-03-05 16:00:30","2015/03/05",3,5,2015,16,-109.3784,43.50536,2,631086.507389009,4818213.86731462
"51",22083,22083,"Wiggins2",38064,"2015-03-05 17:00:12","2015/03/05",3,5,2015,17,-109.3781,43.50328,2,631115.261918654,4817983.33411371
"52",22084,22084,"Wiggins2",38064,"2015-03-05 18:00:30","2015/03/05",3,5,2015,18,-109.3777,43.50273,2,631148.789520816,4817922.88122255
"53",22085,22085,"Wiggins2",38064,"2015-03-05 19:00:30","2015/03/05",3,5,2015,19,-109.3794,43.50159,2,631013.823221685,4817793.59421715
"54",22086,22086,"Wiggins2",38064,"2015-03-05 20:00:13","2015/03/05",3,5,2015,20,-109.38,43.50288,2,630962.527597321,4817935.91771324
"55",22087,22087,"Wiggins2",38064,"2015-03-05 21:00:26","2015/03/05",3,5,2015,21,-109.38,43.50295,2,630962.376240532,4817943.69194773
"56",22088,22088,"Wiggins2",38064,"2015-03-05 22:00:14","2015/03/05",3,5,2015,22,-109.38,43.50291,2,630962.46273015,4817939.24952801
"57",22089,22089,"Wiggins2",38064,"2015-03-05 23:00:48","2015/03/05",3,5,2015,23,-109.38,43.50295,2,630962.376240532,4817943.69194773
"58",22090,22090,"Wiggins2",38064,"2015-03-06 00:00:13","2015/03/06",3,6,2015,0,-109.3798,43.50274,2,630978.998793117,4817920.68404759
"59",22091,22091,"Wiggins2",38064,"2015-03-06 01:00:13","2015/03/06",3,6,2015,1,-109.3797,43.50283,2,630986.888397378,4817930.83690793
"60",22092,22092,"Wiggins2",38064,"2015-03-06 02:00:30","2015/03/06",3,6,2015,2,-109.3797,43.50282,2,630986.910023747,4817929.726303
"61",22093,22093,"Wiggins2",38064,"2015-03-06 03:00:28","2015/03/06",3,6,2015,3,-109.3798,43.50273,2,630979.020418114,4817919.57344269
"62",22094,22094,"Wiggins2",38064,"2015-03-06 04:00:13","2015/03/06",3,6,2015,4,-109.3799,43.50284,2,630970.698314864,4817931.63269027
"63",22095,22095,"Wiggins2",38064,"2015-03-06 05:00:19","2015/03/06",3,6,2015,5,-109.3798,43.50273,2,630979.020418114,4817919.57344269
"64",22096,22096,"Wiggins2",38064,"2015-03-06 06:00:12","2015/03/06",3,6,2015,6,-109.3798,43.50275,2,630978.977168116,4817921.79465249
"65",22097,22097,"Wiggins2",38064,"2015-03-06 07:00:30","2015/03/06",3,6,2015,7,-109.3841,43.5069,2,630622.403974856,4818375.93609277
"66",22098,22098,"Wiggins2",38064,"2015-03-06 08:00:12","2015/03/06",3,6,2015,8,-109.3857,43.50559,2,630495.88775529,4818227.93612368
"67",22099,22099,"Wiggins2",38064,"2015-03-06 09:00:12","2015/03/06",3,6,2015,9,-109.3856,43.50562,2,630503.906968783,4818231.42478282
"68",22100,22100,"Wiggins2",38064,"2015-03-06 10:00:29","2015/03/06",3,6,2015,10,-109.3856,43.5056,2,630503.95006616,4818229.20357233
"69",22101,22101,"Wiggins2",38064,"2015-03-06 11:00:13","2015/03/06",3,6,2015,11,-109.3856,43.50559,2,630503.971614843,4818228.09296708
"70",22102,22102,"Wiggins2",38064,"2015-03-06 12:00:30","2015/03/06",3,6,2015,12,-109.3856,43.50566,2,630503.820773981,4818235.86720383
"71",22103,22103,"Wiggins2",38064,"2015-03-06 13:00:24","2015/03/06",3,6,2015,13,-109.3858,43.50607,2,630486.769682698,4818281.08834347
"72",22104,22104,"Wiggins2",38064,"2015-03-06 14:00:30","2015/03/06",3,6,2015,14,-109.3858,43.50583,2,630487.286790379,4818254.43381621
"73",22105,22105,"Wiggins2",38064,"2015-03-06 15:00:25","2015/03/06",3,6,2015,15,-109.3858,43.50551,2,630487.976263705,4818218.89444815
"74",22106,22106,"Wiggins2",38064,"2015-03-06 16:00:12","2015/03/06",3,6,2015,16,-109.3855,43.50525,2,630512.788172654,4818190.48924287
"75",22107,22107,"Wiggins2",38064,"2015-03-06 17:00:12","2015/03/06",3,6,2015,17,-109.3855,43.50525,2,630512.788172654,4818190.48924287
"76",22108,22108,"Wiggins2",38064,"2015-03-06 18:00:18","2015/03/06",3,6,2015,18,-109.3851,43.50468,2,630546.352433976,4818127.81225888
"77",22109,22109,"Wiggins2",38064,"2015-03-06 19:00:29","2015/03/06",3,6,2015,19,-109.3869,43.5038,2,630402.735484337,4818027.25645806
"78",22110,22110,"Wiggins2",38064,"2015-03-06 20:00:12","2015/03/06",3,6,2015,20,-109.389,43.50435,2,630231.786777065,4818085.05072079
"79",22111,22111,"Wiggins2",38064,"2015-03-06 21:00:04","2015/03/06",3,6,2015,21,-109.3894,43.50459,2,630198.934739858,4818111.07924737
"80",22112,22112,"Wiggins2",38064,"2015-03-06 22:00:30","2015/03/06",3,6,2015,22,-109.3893,43.50463,2,630206.932736677,4818115.67815064
"81",22113,22113,"Wiggins2",38064,"2015-03-06 23:00:30","2015/03/06",3,6,2015,23,-109.3893,43.50461,2,630206.975734434,4818113.45694071
"82",22114,22114,"Wiggins2",38064,"2015-03-07 00:00:19","2015/03/07",3,7,2015,0,-109.3918,43.50483,2,630004.403757971,4818133.98107904
"83",22115,22115,"Wiggins2",38064,"2015-03-07 01:00:11","2015/03/07",3,7,2015,1,-109.3931,43.50442,2,629900.191656457,4818086.41591223
"84",22116,22116,"Wiggins2",38064,"2015-03-07 02:00:30","2015/03/07",3,7,2015,2,-109.3943,43.50394,2,629804.212219832,4818031.23415873
"85",22117,22117,"Wiggins2",38064,"2015-03-07 03:00:19","2015/03/07",3,7,2015,3,-109.3943,43.50397,2,629804.147924316,4818034.56597281
"86",22118,22118,"Wiggins2",38064,"2015-03-07 04:00:28","2015/03/07",3,7,2015,4,-109.3943,43.50393,2,629804.233651662,4818030.12355403
"87",22119,22119,"Wiggins2",38064,"2015-03-07 05:00:12","2015/03/07",3,7,2015,5,-109.3942,43.50394,2,629812.296297917,4818031.39016564
"88",22120,22120,"Wiggins2",38064,"2015-03-07 06:00:30","2015/03/07",3,7,2015,6,-109.3966,43.50415,2,629617.829005432,4818050.97138036
"89",22121,22121,"Wiggins2",38064,"2015-03-07 07:00:11","2015/03/07",3,7,2015,7,-109.3974,43.50542,2,629550.439982304,4818190.77226703
"90",22122,22122,"Wiggins2",38064,"2015-03-07 08:00:11","2015/03/07",3,7,2015,8,-109.3962,43.50724,2,629643.550392846,4818394.77150268
"91",22123,22123,"Wiggins2",38064,"2015-03-07 09:00:19","2015/03/07",3,7,2015,9,-109.3958,43.50784,2,629674.600146994,4818462.03117146
"92",22124,22124,"Wiggins2",38064,"2015-03-07 10:00:19","2015/03/07",3,7,2015,10,-109.3955,43.50785,2,629698.829400416,4818463.60939267
"93",22125,22125,"Wiggins2",38064,"2015-03-07 11:00:08","2015/03/07",3,7,2015,11,-109.3927,43.50951,2,629921.607421745,4818652.33855445
"94",22126,22126,"Wiggins2",38064,"2015-03-07 12:00:11","2015/03/07",3,7,2015,12,-109.3926,43.50953,2,629929.647842746,4818654.71593001
"95",22127,22127,"Wiggins2",38064,"2015-03-07 13:00:30","2015/03/07",3,7,2015,13,-109.3935,43.51009,2,629855.696945245,4818715.50472648
"96",22128,22128,"Wiggins2",38064,"2015-03-07 14:00:49","2015/03/07",3,7,2015,14,-109.3938,43.50996,2,629831.725906827,4818700.59864999
"97",22129,22129,"Wiggins2",38064,"2015-03-07 15:00:03","2015/03/07",3,7,2015,15,-109.3938,43.50995,2,629831.747347729,4818699.4880442
"98",22130,22130,"Wiggins2",38064,"2015-03-07 16:00:11","2015/03/07",3,7,2015,16,-109.393,43.5099,2,629896.520810306,4818695.18374548
"99",22131,22131,"Wiggins2",38064,"2015-03-07 17:00:11","2015/03/07",3,7,2015,17,-109.3864,43.51048,2,630428.768181212,4818769.92465934
"100",22132,22132,"Wiggins2",38064,"2015-03-07 18:00:29","2015/03/07",3,7,2015,18,-109.3823,43.50881,2,630763.785917714,4818590.88926567
"101",22133,22133,"Wiggins2",38064,"2015-03-07 19:00:11","2015/03/07",3,7,2015,19,-109.381,43.50657,2,630873.711366729,4818344.15760806
"102",22134,22134,"Wiggins2",38064,"2015-03-07 20:00:10","2015/03/07",3,7,2015,20,-109.3811,43.50654,2,630865.692464581,4818340.66850054
"103",22135,22135,"Wiggins2",38064,"2015-03-07 21:00:30","2015/03/07",3,7,2015,21,-109.3811,43.50656,2,630865.62763708,4818344.00031719
"104",22136,22136,"Wiggins2",38064,"2015-03-07 22:00:11","2015/03/07",3,7,2015,22,-109.3811,43.50656,2,630865.649246251,4818342.88971164
"105",22137,22137,"Wiggins2",38064,"2015-03-07 23:00:30","2015/03/07",3,7,2015,23,-109.381,43.50653,2,630873.797808732,4818339.71518585
"106",22138,22138,"Wiggins2",38064,"2015-03-08 00:00:11","2015/03/08",3,8,2015,0,-109.3813,43.50648,2,630849.654636201,4818333.69031478
"107",22139,22139,"Wiggins2",38064,"2015-03-08 01:00:04","2015/03/08",3,8,2015,1,-109.3819,43.50618,2,630801.80013866,4818299.42872599
"108",22140,22140,"Wiggins2",38064,"2015-03-08 02:00:30","2015/03/08",3,8,2015,2,-109.3803,43.50483,2,630934.059269415,4818152.01357349
"109",22141,22141,"Wiggins2",38064,"2015-03-08 03:00:11","2015/03/08",3,8,2015,3,-109.3803,43.5048,2,630934.124126877,4818148.68175771
"110",22142,22142,"Wiggins2",38064,"2015-03-08 04:00:30","2015/03/08",3,8,2015,4,-109.3803,43.50482,2,630934.080888573,4818150.90296822
"111",22143,22143,"Wiggins2",38064,"2015-03-08 05:00:18","2015/03/08",3,8,2015,5,-109.3802,43.50479,2,630942.229713573,4818147.72852056
"112",22144,22144,"Wiggins2",38064,"2015-03-08 06:00:30","2015/03/08",3,8,2015,6,-109.3798,43.50442,2,630975.365736638,4818107.26569648
"113",22145,22145,"Wiggins2",38064,"2015-03-08 07:00:11","2015/03/08",3,8,2015,7,-109.3787,43.50873,2,631054.962555873,4818587.66883726
"114",22146,22146,"Wiggins2",38064,"2015-03-08 08:00:12","2015/03/08",3,8,2015,8,-109.3735,43.50858,2,631475.627223873,4818579.21392574
"115",22147,22147,"Wiggins2",38064,"2015-03-08 09:00:30","2015/03/08",3,8,2015,9,-109.3719,43.5087,2,631604.701836961,4818595.07085105
"116",22148,22148,"Wiggins2",38064,"2015-03-08 10:00:19","2015/03/08",3,8,2015,10,-109.3711,43.50873,2,631669.304183839,4818599.66842878
"117",22149,22149,"Wiggins2",38064,"2015-03-08 11:00:30","2015/03/08",3,8,2015,11,-109.3705,43.5087,2,631717.870098782,4818597.28633766
"118",22150,22150,"Wiggins2",38064,"2015-03-08 12:00:18","2015/03/08",3,8,2015,12,-109.3705,43.50872,2,631717.826595564,4818599.50755015
"119",22151,22151,"Wiggins2",38064,"2015-03-08 13:00:27","2015/03/08",3,8,2015,13,-109.3704,43.50871,2,631725.931793273,4818598.55526586
"120",22152,22152,"Wiggins2",38064,"2015-03-08 14:00:10","2015/03/08",3,8,2015,14,-109.3714,43.51384,2,631633.944394176,4819166.71371082
"121",22153,22153,"Wiggins2",38064,"2015-03-08 15:00:03","2015/03/08",3,8,2015,15,-109.3756,43.51792,2,631285.620423913,4819613.20439068
"122",22154,22154,"Wiggins2",38064,"2015-03-08 16:00:02","2015/03/08",3,8,2015,16,-109.3757,43.51848,2,631276.323794764,4819675.24060812
"123",22155,22155,"Wiggins2",38064,"2015-03-08 17:00:05","2015/03/08",3,8,2015,17,-109.3757,43.51854,2,631276.193678188,4819681.90425524
"124",22156,22156,"Wiggins2",38064,"2015-03-08 18:00:19","2015/03/08",3,8,2015,18,-109.3735,43.51701,2,631457.323009582,4819515.45553508
"125",22157,22157,"Wiggins2",38064,"2015-03-08 19:00:44","2015/03/08",3,8,2015,19,-109.3721,43.51614,2,631572.366533038,4819421.04601618
"126",22158,22158,"Wiggins2",38064,"2015-03-08 20:00:09","2015/03/08",3,8,2015,20,-109.3724,43.51636,2,631547.641129326,4819445.00493467
"127",22159,22159,"Wiggins2",38064,"2015-03-08 21:00:11","2015/03/08",3,8,2015,21,-109.3758,43.51834,2,631268.545240917,4819659.5342889
"128",22160,22160,"Wiggins2",38064,"2015-03-08 22:00:19","2015/03/08",3,8,2015,22,-109.3759,43.51798,2,631261.243680516,4819619.39460888
"129",22161,22161,"Wiggins2",38064,"2015-03-08 23:00:18","2015/03/08",3,8,2015,23,-109.3758,43.51803,2,631269.217464429,4819625.10544739
"130",22162,22162,"Wiggins2",38064,"2015-03-09 00:00:19","2015/03/09",3,9,2015,0,-109.3758,43.51803,2,631269.217464429,4819625.10544739
"131",22163,22163,"Wiggins2",38064,"2015-03-09 01:00:10","2015/03/09",3,9,2015,1,-109.3758,43.51802,2,631269.239148994,4819623.99483963
"132",22164,22164,"Wiggins2",38064,"2015-03-09 02:00:10","2015/03/09",3,9,2015,2,-109.3799,43.51886,2,630936.051994151,4819710.82407043
"133",22165,22165,"Wiggins2",38064,"2015-03-09 03:00:28","2015/03/09",3,9,2015,3,-109.3833,43.52201,2,630654.461622784,4820055.31938912
"134",22166,22166,"Wiggins2",38064,"2015-03-09 04:00:27","2015/03/09",3,9,2015,4,-109.3796,43.52451,2,630948.074331378,4820338.79002692
"135",22167,22167,"Wiggins2",38064,"2015-03-09 05:00:10","2015/03/09",3,9,2015,5,-109.379,43.52419,2,630997.254952313,4820304.19534258
"136",22168,22168,"Wiggins2",38064,"2015-03-09 06:00:19","2015/03/09",3,9,2015,6,-109.379,43.52419,2,630997.254952313,4820304.19534258
"137",22169,22169,"Wiggins2",38064,"2015-03-09 07:00:10","2015/03/09",3,9,2015,7,-109.3769,43.52558,2,631163.951366473,4820461.87953304
"138",22170,22170,"Wiggins2",38064,"2015-03-09 08:00:19","2015/03/09",3,9,2015,8,-109.3751,43.52794,2,631304.292217144,4820726.82351184
"139",22171,22171,"Wiggins2",38064,"2015-03-09 09:00:09","2015/03/09",3,9,2015,9,-109.3751,43.52796,2,631304.248821328,4820729.04473096
"140",22172,22172,"Wiggins2",38064,"2015-03-09 10:00:10","2015/03/09",3,9,2015,10,-109.3751,43.528,2,631304.162029647,4820733.48716923
"141",22173,22173,"Wiggins2",38064,"2015-03-09 11:00:30","2015/03/09",3,9,2015,11,-109.3731,43.52829,2,631465.149381178,4820768.85430461
"142",22174,22174,"Wiggins2",38064,"2015-03-09 12:00:18","2015/03/09",3,9,2015,12,-109.3693,43.53181,2,631764.555691243,4821165.80274431
"143",22175,22175,"Wiggins2",38064,"2015-03-09 13:00:25","2015/03/09",3,9,2015,13,-109.3677,43.53217,2,631893.078514991,4821207.21040455
"144",22176,22176,"Wiggins2",38064,"2015-03-09 14:00:10","2015/03/09",3,9,2015,14,-109.3685,43.53277,2,631827.106941561,4821273.68919071
"145",22177,22177,"Wiggins2",38064,"2015-03-09 15:00:19","2015/03/09",3,9,2015,15,-109.3685,43.53281,2,631827.019789375,4821278.1316332
"146",22178,22178,"Wiggins2",38064,"2015-03-09 16:00:10","2015/03/09",3,9,2015,16,-109.3686,43.53278,2,631819.004922637,4821274.64128761
"147",22179,22179,"Wiggins2",38064,"2015-03-09 17:00:09","2015/03/09",3,9,2015,17,-109.3685,43.53315,2,631826.278993189,4821315.89239552
"148",22180,22180,"Wiggins2",38064,"2015-03-09 18:00:26","2015/03/09",3,9,2015,18,-109.3693,43.53203,2,631764.076597126,4821190.23617406
"149",22181,22181,"Wiggins2",38064,"2015-03-09 19:00:09","2015/03/09",3,9,2015,19,-109.3719,43.53065,2,631556.988399892,4821032.85578849
"150",22182,22182,"Wiggins2",38064,"2015-03-09 20:00:10","2015/03/09",3,9,2015,20,-109.3732,43.52697,2,631459.936009166,4820622.09577741
"151",22183,22183,"Wiggins2",38064,"2015-03-09 21:00:30","2015/03/09",3,9,2015,21,-109.3735,43.52656,2,631436.583461785,4820576.086656
"152",22184,22184,"Wiggins2",38064,"2015-03-09 22:00:18","2015/03/09",3,9,2015,22,-109.3735,43.52655,2,631436.605180509,4820574.97604664
"153",22185,22185,"Wiggins2",38064,"2015-03-09 23:00:30","2015/03/09",3,9,2015,23,-109.3735,43.52656,2,631436.583461785,4820576.086656
"154",22186,22186,"Wiggins2",38064,"2015-03-10 00:00:17","2015/03/10",3,10,2015,0,-109.3763,43.52599,2,631211.549592534,4820508.3608819
"155",22187,22187,"Wiggins2",38064,"2015-03-10 01:00:02","2015/03/10",3,10,2015,1,-109.3766,43.52514,2,631189.148720337,4820413.48587797
"156",22188,22188,"Wiggins2",38064,"2015-03-10 02:00:30","2015/03/10",3,10,2015,2,-109.3771,43.52504,2,631148.959170997,4820401.59126509
"157",22189,22189,"Wiggins2",38064,"2015-03-10 03:00:09","2015/03/10",3,10,2015,3,-109.3779,43.52519,2,631083.984175297,4820416.98926871
"158",22190,22190,"Wiggins2",38064,"2015-03-10 04:00:09","2015/03/10",3,10,2015,4,-109.3781,43.52488,2,631068.493045549,4820382.24520556
"159",22191,22191,"Wiggins2",38064,"2015-03-10 05:00:31","2015/03/10",3,10,2015,5,-109.3781,43.52487,2,631068.514702139,4820381.13459664
"160",22192,22192,"Wiggins2",38064,"2015-03-10 06:00:17","2015/03/10",3,10,2015,6,-109.3781,43.52487,2,631068.514702139,4820381.13459664
"161",22193,22193,"Wiggins2",38064,"2015-03-10 07:00:30","2015/03/10",3,10,2015,7,-109.3795,43.52663,2,630951.568374024,4820574.39657854
"162",22194,22194,"Wiggins2",38064,"2015-03-10 08:00:17","2015/03/10",3,10,2015,8,-109.3781,43.52801,2,631061.714335508,4820729.86588693
"163",22195,22195,"Wiggins2",38064,"2015-03-10 09:00:09","2015/03/10",3,10,2015,9,-109.3777,43.52894,2,631092.023106232,4820833.7829914
"164",22196,22196,"Wiggins2",38064,"2015-03-10 10:00:24","2015/03/10",3,10,2015,10,-109.3777,43.52897,2,631091.958115514,4820837.11482041
"165",22197,22197,"Wiggins2",38064,"2015-03-10 11:00:17","2015/03/10",3,10,2015,11,-109.3756,43.52917,2,631261.219785449,4820862.63924347
"166",22198,22198,"Wiggins2",38064,"2015-03-10 12:00:08","2015/03/10",3,10,2015,12,-109.3723,43.52933,2,631527.53551155,4820885.62259529
"167",22199,22199,"Wiggins2",38064,"2015-03-10 13:00:30","2015/03/10",3,10,2015,13,-109.3701,43.52848,2,631707.160753855,4820794.70236739
"168",22200,22200,"Wiggins2",38064,"2015-03-10 14:00:15","2015/03/10",3,10,2015,14,-109.3701,43.52837,2,631707.400167817,4820782.48565966
"169",22201,22201,"Wiggins2",38064,"2015-03-10 15:00:48","2015/03/10",3,10,2015,15,-109.3801,43.52694,2,630902.411522848,4820607.88095459
"170",22202,22202,"Wiggins2",38064,"2015-03-10 16:00:08","2015/03/10",3,10,2015,16,-109.3957,43.53007,2,629635.069046171,4820931.06717538
"171",22203,22203,"Wiggins2",38064,"2015-03-10 17:00:03","2015/03/10",3,10,2015,17,-109.3983,43.53103,2,629422.920443071,4821033.63624886
"172",22204,22204,"Wiggins2",38064,"2015-03-10 18:00:25","2015/03/10",3,10,2015,18,-109.3985,43.53098,2,629406.866458512,4821027.77197907
"173",22205,22205,"Wiggins2",38064,"2015-03-10 19:00:07","2015/03/10",3,10,2015,19,-109.3991,43.53162,2,629357.015439557,4821097.91755098
"174",22206,22206,"Wiggins2",38064,"2015-03-10 20:00:16","2015/03/10",3,10,2015,20,-109.4036,43.5345,2,628987.258471569,4821410.78352284
"175",22207,22207,"Wiggins2",38064,"2015-03-10 21:00:30","2015/03/10",3,10,2015,21,-109.4092,43.53646,2,628530.61478343,4821619.79233497
"176",22208,22208,"Wiggins2",38064,"2015-03-10 22:00:16","2015/03/10",3,10,2015,22,-109.4093,43.53644,2,628522.577541403,4821617.41655669
"177",22209,22209,"Wiggins2",38064,"2015-03-10 23:00:30","2015/03/10",3,10,2015,23,-109.4093,43.53642,2,628522.620030011,4821615.19533648
"178",22210,22210,"Wiggins2",38064,"2015-03-11 00:00:16","2015/03/11",3,11,2015,0,-109.4092,43.53643,2,628530.678520368,4821616.46050464
