"","X.1","Elk","Date_Time","id","X","Y"
"3154",3154,"Wiggins2","2015-06-29 03:40:19",2,-1074690.24003163,2383744.8469801
"3155",3155,"Wiggins2","2015-06-29 04:20:16",2,-1074242.85661558,2384099.22442178
"3156",3156,"Wiggins2","2015-06-29 05:00:30",2,-1073971.58742333,2384127.09334704
"3157",3157,"Wiggins2","2015-06-29 05:40:30",2,-1074071.80150515,2384390.40568781
"3158",3158,"Wiggins2","2015-06-29 06:20:14",2,-1074376.5751108,2384980.35117638
"3159",3159,"Wiggins2","2015-06-29 07:00:14",2,-1074403.73065973,2385358.34990657
"3160",3160,"Wiggins2","2015-06-29 07:40:30",2,-1074402.15757074,2385369.39484267
"3161",3161,"Wiggins2","2015-06-29 08:20:14",2,-1074398.53946715,2385394.79818796
"3162",3162,"Wiggins2","2015-06-29 09:00:14",2,-1074407.10650318,2385391.51077122
"3163",3163,"Wiggins2","2015-06-29 09:40:14",2,-1074407.10650318,2385391.51077122
"3164",3164,"Wiggins2","2015-06-29 10:20:34",2,-1074433.90885487,2385373.91712765
"3165",3165,"Wiggins2","2015-06-29 11:00:06",2,-1074294.62311367,2385555.79402233
"3166",3166,"Wiggins2","2015-06-29 11:40:14",2,-1074318.7505906,2385556.976402
"3167",3167,"Wiggins2","2015-06-29 12:20:13",2,-1074318.2786899,2385560.28987508
"3168",3168,"Wiggins2","2015-06-29 13:00:29",2,-1074319.69439206,2385550.3494553
"3169",3169,"Wiggins2","2015-06-29 13:40:13",2,-1074327.31742164,2385553.68890923
"3170",3170,"Wiggins2","2015-06-29 14:20:07",2,-1074327.16012023,2385554.79340018
"3171",3171,"Wiggins2","2015-06-29 15:00:29",2,-1074223.81356521,2385541.20241598
"3172",3172,"Wiggins2","2015-06-29 15:40:14",2,-1074227.66173436,2385571.04959598
"3173",3173,"Wiggins2","2015-06-29 16:20:19",2,-1074244.16611326,2385568.89238614
"3174",3174,"Wiggins2","2015-06-29 17:00:15",2,-1074159.12790938,2385597.35068416
"3175",3175,"Wiggins2","2015-06-29 17:40:30",2,-1074113.4540255,2385747.48423216
"3176",3176,"Wiggins2","2015-06-29 18:20:13",2,-1074105.3593264,2385747.45847646
"3177",3177,"Wiggins2","2015-06-29 19:00:06",2,-1074115.33128403,2385848.04431384
"3178",3178,"Wiggins2","2015-06-29 19:40:06",2,-1074271.76510875,2385431.96112274
"3179",3179,"Wiggins2","2015-06-29 20:20:30",2,-1074597.40023624,2385249.58071639
"3180",3180,"Wiggins2","2015-06-29 21:00:13",2,-1074541.99188738,2385240.56110743
"3181",3181,"Wiggins2","2015-06-29 21:40:13",2,-1074385.82209664,2385256.6321647
"3182",3182,"Wiggins2","2015-06-29 22:20:14",2,-1074633.48424852,2384541.38620517
"3183",3183,"Wiggins2","2015-06-29 23:00:13",2,-1074612.34266558,2384519.21722255
"3184",3184,"Wiggins2","2015-06-29 23:41:18",2,-1074621.23750041,2384399.90400299
"3185",3185,"Wiggins2","2015-06-30 00:20:12",2,-1074796.10387074,2383968.40855255
"3186",3186,"Wiggins2","2015-06-30 01:00:13",2,-1074827.595929,2383519.86745239
"3187",3187,"Wiggins2","2015-06-30 01:40:14",2,-1074884.82019632,2383573.0966566
"3188",3188,"Wiggins2","2015-06-30 02:20:30",2,-1074885.29223501,2383569.78308879
"3189",3189,"Wiggins2","2015-06-30 03:00:12",2,-1074885.60692749,2383567.57404348
"3190",3190,"Wiggins2","2015-06-30 03:40:13",2,-1074851.40314838,2383637.07937632
"3191",3191,"Wiggins2","2015-06-30 04:20:13",2,-1074817.2844854,2383649.12316918
"3192",3192,"Wiggins2","2015-06-30 05:00:48",2,-1074764.38162703,2383622.42953453
"3193",3193,"Wiggins2","2015-06-30 05:40:13",2,-1074937.23743241,2383716.92345896
"3194",3194,"Wiggins2","2015-06-30 06:20:12",2,-1074860.81844885,2383798.44535293
"3195",3195,"Wiggins2","2015-06-30 07:00:13",2,-1074872.76367214,2383828.32038635
"3196",3196,"Wiggins2","2015-06-30 07:40:30",2,-1074910.65823935,2383789.76848234
"3197",3197,"Wiggins2","2015-06-30 08:20:19",2,-1074969.45319392,2383831.95294485
"3198",3198,"Wiggins2","2015-06-30 09:00:20",2,-1074866.6402825,2383757.57816266
"3199",3199,"Wiggins2","2015-06-30 09:40:12",2,-1074839.83219423,2383775.17093775
"3200",3200,"Wiggins2","2015-06-30 10:20:13",2,-1074773.78682883,2383897.6137143
"3201",3201,"Wiggins2","2015-06-30 11:00:30",2,-1074774.258837,2383894.30016095
"3202",3202,"Wiggins2","2015-06-30 11:40:12",2,-1074775.20285344,2383887.67305368
"3203",3203,"Wiggins2","2015-06-30 12:20:12",2,-1074774.73084521,2383890.9866074
"3204",3204,"Wiggins2","2015-06-30 13:00:12",2,-1074806.7306381,2383836.9445534
"3205",3205,"Wiggins2","2015-06-30 13:40:30",2,-1074836.84267078,2383796.15679778
"3206",3206,"Wiggins2","2015-06-30 14:20:09",2,-1074837.00001409,2383795.05227902
"3207",3207,"Wiggins2","2015-06-30 15:00:20",2,-1074829.21787562,2383792.81675214
"3208",3208,"Wiggins2","2015-06-30 15:40:14",2,-1074770.180122,2383809.19936713
"3209",3209,"Wiggins2","2015-06-30 16:20:30",2,-1074703.83251934,2383820.03347478
"3210",3210,"Wiggins2","2015-06-30 17:00:10",2,-1074642.58258799,2383965.69846846
"3211",3211,"Wiggins2","2015-06-30 17:40:30",2,-1074655.78673469,2383986.73690911
"3212",3212,"Wiggins2","2015-06-30 18:20:11",2,-1074629.85030672,2383941.34648595
"3213",3213,"Wiggins2","2015-06-30 19:00:12",2,-1074666.5684981,2383854.16828655
"3214",3214,"Wiggins2","2015-06-30 19:40:12",2,-1074697.15165264,2383810.06643994
"3215",3215,"Wiggins2","2015-06-30 20:20:30",2,-1074709.49620704,2383780.27071885
"3216",3216,"Wiggins2","2015-06-30 21:00:05",2,-1074706.28682009,2383632.18558435
"3217",3217,"Wiggins2","2015-06-30 21:40:18",2,-1075073.22476351,2383785.88359746
"3218",3218,"Wiggins2","2015-06-30 22:20:12",2,-1075023.99846767,2383903.95970678
"3219",3219,"Wiggins2","2015-06-30 23:00:27",2,-1074962.9444319,2383707.06263033
"3220",3220,"Wiggins2","2015-06-30 23:40:11",2,-1074962.62971219,2383709.27166704
"3221",3221,"Wiggins2","2015-07-01 00:20:11",2,-1074962.78707204,2383708.1671487
"3222",3222,"Wiggins2","2015-07-01 01:00:14",2,-1075063.06576812,2383914.03390474
"3223",3223,"Wiggins2","2015-07-01 01:40:54",2,-1075085.25748013,2384269.92636204
"3224",3224,"Wiggins2","2015-07-01 02:20:19",2,-1075017.1816323,2384292.90709965
"3225",3225,"Wiggins2","2015-07-01 03:00:11",2,-1074923.10216173,2384214.14072737
"3226",3226,"Wiggins2","2015-07-01 03:40:11",2,-1074924.04634091,2384207.51367629
"3227",3227,"Wiggins2","2015-07-01 04:20:04",2,-1074973.78016847,2384370.11573175
"3228",3228,"Wiggins2","2015-07-01 05:00:19",2,-1075040.35110039,2384414.53605096
"3229",3229,"Wiggins2","2015-07-01 05:40:19",2,-1075058.67733101,2384342.77010567
"3230",3230,"Wiggins2","2015-07-01 06:20:11",2,-1075077.54549552,2384324.04705244
"3231",3231,"Wiggins2","2015-07-01 07:00:10",2,-1075055.68701672,2384363.75566529
"3232",3232,"Wiggins2","2015-07-01 07:40:29",2,-1074644.6575214,2385088.40349343
"3233",3233,"Wiggins2","2015-07-01 08:20:09",2,-1074265.92249453,2385700.45630869
"3234",3234,"Wiggins2","2015-07-01 09:00:10",2,-1074191.49676145,2385711.26826159
"3235",3235,"Wiggins2","2015-07-01 09:40:03",2,-1074191.33947677,2385712.37275166
"3236",3236,"Wiggins2","2015-07-01 10:20:19",2,-1074234.5600653,2385750.08058422
"3237",3237,"Wiggins2","2015-07-01 11:00:11",2,-1074249.57566345,2385701.50897087
"3238",3238,"Wiggins2","2015-07-01 11:40:11",2,-1074250.20483492,2385697.09101369
"3239",3239,"Wiggins2","2015-07-01 12:20:30",2,-1074248.88480607,2385535.75761284
"3240",3240,"Wiggins2","2015-07-01 13:00:11",2,-1074257.05278959,2385592.13852006
"3241",3241,"Wiggins2","2015-07-01 13:40:11",2,-1074256.89549761,2385593.24301147
"3242",3242,"Wiggins2","2015-07-01 14:20:26",2,-1074257.05278959,2385592.13852006
"3243",3243,"Wiggins2","2015-07-01 15:00:10",2,-1074196.45655553,2385619.56966376
"3244",3244,"Wiggins2","2015-07-01 15:40:10",2,-1074226.79119113,2385634.03150346
"3245",3245,"Wiggins2","2015-07-01 16:20:10",2,-1074226.79119113,2385634.03150346
"3246",3246,"Wiggins2","2015-07-01 17:00:19",2,-1074241.49218849,2385587.66874953
"3247",3247,"Wiggins2","2015-07-01 17:40:18",2,-1074254.13715771,2385669.47877396
"3248",3248,"Wiggins2","2015-07-01 18:20:09",2,-1074158.41514335,2385659.22806534
"3249",3249,"Wiggins2","2015-07-01 19:00:10",2,-1073971.68094504,2385719.40961541
"3250",3250,"Wiggins2","2015-07-01 19:40:31",2,-1073958.39692174,2385755.83230236
"3251",3251,"Wiggins2","2015-07-01 20:20:18",2,-1073948.25799378,2385770.1651256
"3252",3252,"Wiggins2","2015-07-01 21:00:14",2,-1073897.88516017,2385725.80646723
"3253",3253,"Wiggins2","2015-07-01 21:40:18",2,-1073926.17550326,2385754.62550066
"3254",3254,"Wiggins2","2015-07-01 22:20:30",2,-1073980.23942008,2385829.93571582
"3255",3255,"Wiggins2","2015-07-01 23:00:10",2,-1074041.05514173,2385971.56688236
"3256",3256,"Wiggins2","2015-07-01 23:40:09",2,-1074078.5493085,2385878.8670147
"3257",3257,"Wiggins2","2015-07-02 00:20:11",2,-1074098.43932011,2385796.05605462
"3258",3258,"Wiggins2","2015-07-02 01:00:30",2,-1074095.45113731,2385817.04136025
"3259",3259,"Wiggins2","2015-07-02 01:40:19",2,-1074064.56196089,2385863.35273499
"3260",3260,"Wiggins2","2015-07-02 02:20:09",2,-1074332.99993168,2386025.53834984
"3261",3261,"Wiggins2","2015-07-02 03:00:09",2,-1074206.71950287,2385945.57472884
"3262",3262,"Wiggins2","2015-07-02 03:40:10",2,-1074206.87679393,2385944.47024394
"3263",3263,"Wiggins2","2015-07-02 04:20:30",2,-1074207.19137605,2385942.26127409
"3264",3264,"Wiggins2","2015-07-02 05:00:14",2,-1074205.14659246,2385956.61957667
"3265",3265,"Wiggins2","2015-07-02 05:40:30",2,-1073857.61596499,2386236.1829045
"3266",3266,"Wiggins2","2015-07-02 06:20:17",2,-1073749.7190915,2386254.62845571
"3267",3267,"Wiggins2","2015-07-02 07:00:10",2,-1073749.87632231,2386253.52396916
"3268",3268,"Wiggins2","2015-07-02 07:40:11",2,-1073749.56186068,2386255.73294223
"3269",3269,"Wiggins2","2015-07-02 08:20:31",2,-1073841.74213996,2386233.92295812
"3270",3270,"Wiggins2","2015-07-02 09:00:16",2,-1073843.00008957,2386225.08707478
"3271",3271,"Wiggins2","2015-07-02 09:40:12",2,-1073915.37587348,2386228.63020402
"3272",3272,"Wiggins2","2015-07-02 10:20:19",2,-1073857.61596499,2386236.1829045
"3273",3273,"Wiggins2","2015-07-02 11:00:29",2,-1073849.83629792,2386233.94844195
"3274",3274,"Wiggins2","2015-07-02 11:40:17",2,-1073849.67905307,2386235.05292714
"3275",3275,"Wiggins2","2015-07-02 12:20:09",2,-1073849.83629792,2386233.94844195
"3276",3276,"Wiggins2","2015-07-02 13:00:08",2,-1073832.78693304,2386183.06565604
"3277",3277,"Wiggins2","2015-07-02 13:40:10",2,-1073912.7111995,2386133.59336905
"3278",3278,"Wiggins2","2015-07-02 14:20:30",2,-1073912.39669529,2386135.80234137
"3279",3279,"Wiggins2","2015-07-02 15:00:16",2,-1073831.0572768,2386195.21500703
"3280",3280,"Wiggins2","2015-07-02 15:40:09",2,-1073838.83698802,2386197.44945096
"3281",3281,"Wiggins2","2015-07-02 16:20:30",2,-1073775.55919564,2386471.28510897
"3282",3282,"Wiggins2","2015-07-02 17:00:16",2,-1073901.52828047,2386439.63737887
"3283",3283,"Wiggins2","2015-07-02 17:40:08",2,-1073456.68202827,2386208.41108559
"3284",3284,"Wiggins2","2015-07-02 18:20:08",2,-1072806.59984919,2385655.03921383
"3285",3285,"Wiggins2","2015-07-02 19:00:31",2,-1072501.18002967,2384385.58546078
"3286",3286,"Wiggins2","2015-07-02 19:40:48",2,-1072654.77458212,2383931.87972341
"3287",3287,"Wiggins2","2015-07-02 20:20:10",2,-1072640.3091734,2383919.68131089
"3288",3288,"Wiggins2","2015-07-02 21:00:08",2,-1072472.88661605,2383957.85966621
"3289",3289,"Wiggins2","2015-07-02 21:40:12",2,-1072483.181034,2383942.4198316
"3290",3290,"Wiggins2","2015-07-02 22:20:21",2,-1072484.28008548,2383934.68792719
"3291",3291,"Wiggins2","2015-07-02 23:00:47",2,-1072484.43709285,2383933.58336934
"3292",3292,"Wiggins2","2015-07-02 23:40:18",2,-1072491.43437539,2383941.33925593
"3293",3293,"Wiggins2","2015-07-03 00:20:27",2,-1072483.4950487,2383940.21071615
"3294",3294,"Wiggins2","2015-07-03 01:00:15",2,-1072521.84685485,2383898.33351003
"3295",3295,"Wiggins2","2015-07-03 01:40:17",2,-1072520.11972171,2383910.48364609
"3296",3296,"Wiggins2","2015-07-03 02:20:30",2,-1072526.01790767,2383925.9714708
"3297",3297,"Wiggins2","2015-07-03 03:00:17",2,-1072566.18566128,2383928.30080749
"3298",3298,"Wiggins2","2015-07-03 03:40:07",2,-1072565.7146042,2383931.61447696
"3299",3299,"Wiggins2","2015-07-03 04:20:15",2,-1072565.55758518,2383932.7190334
"3300",3300,"Wiggins2","2015-07-03 05:00:27",2,-1072411.61314293,2384161.00222124
"3301",3301,"Wiggins2","2015-07-03 05:40:09",2,-1072389.14101114,2384205.1365985
"3302",3302,"Wiggins2","2015-07-03 06:20:07",2,-1072585.33078563,2384192.45766624
"3303",3303,"Wiggins2","2015-07-03 07:00:30",2,-1072685.10019824,2384345.24751688
"3304",3304,"Wiggins2","2015-07-03 07:40:21",2,-1072677.16129656,2384344.11877332
"3305",3305,"Wiggins2","2015-07-03 08:20:29",2,-1072669.06535244,2384344.09458409
"3306",3306,"Wiggins2","2015-07-03 09:00:15",2,-1072669.06535244,2384344.09458409
"3307",3307,"Wiggins2","2015-07-03 09:40:15",2,-1072668.9083112,2384345.19913004
"3308",3308,"Wiggins2","2015-07-03 10:20:29",2,-1072670.63576507,2384333.04912343
"3309",3309,"Wiggins2","2015-07-03 11:00:22",2,-1072672.45002547,2384377.25513872
"3310",3310,"Wiggins2","2015-07-03 11:40:15",2,-1072599.34252249,2384321.7863214
"3311",3311,"Wiggins2","2015-07-03 12:20:15",2,-1072616.16257058,2384317.41636868
"3312",3312,"Wiggins2","2015-07-03 13:00:29",2,-1072602.01204684,2384303.00900799
"3313",3313,"Wiggins2","2015-07-03 13:40:17",2,-1072602.16907771,2384301.90445995
"3314",3314,"Wiggins2","2015-07-03 14:21:17",2,-1072602.32610858,2384300.79991191
"3315",3315,"Wiggins2","2015-07-03 15:00:30",2,-1072628.1145427,2384347.28740783
"3316",3316,"Wiggins2","2015-07-03 15:40:15",2,-1072646.43487444,2384389.33261087
"3317",3317,"Wiggins2","2015-07-03 16:20:16",2,-1072669.93734862,2384394.92785944
"3318",3318,"Wiggins2","2015-07-03 17:00:29",2,-1072663.25482825,2384384.96277079
"3319",3319,"Wiggins2","2015-07-03 17:40:14",2,-1072670.0943909,2384393.82331455
"3320",3320,"Wiggins2","2015-07-03 18:20:15",2,-1072765.18823626,2384294.65662494
"3321",3321,"Wiggins2","2015-07-03 19:00:16",2,-1072793.55976787,2384266.01135108
"3322",3322,"Wiggins2","2015-07-03 19:40:14",2,-1072772.34191323,2384301.30818648
"3323",3323,"Wiggins2","2015-07-03 20:20:14",2,-1072881.90251297,2384214.34136186
"3324",3324,"Wiggins2","2015-07-03 21:00:29",2,-1072973.25614917,2384369.319751
"3325",3325,"Wiggins2","2015-07-03 21:40:13",2,-1072829.72793499,2384353.41635886
"3326",3326,"Wiggins2","2015-07-03 22:20:17",2,-1072805.21173081,2384411.90842274
"3327",3327,"Wiggins2","2015-07-03 23:00:29",2,-1072805.99704107,2384406.38571191
"3328",3328,"Wiggins2","2015-07-03 23:40:14",2,-1072806.15410313,2384405.28116968
"3329",3329,"Wiggins2","2015-07-04 00:20:15",2,-1072820.84666176,2384358.91472114
"3330",3330,"Wiggins2","2015-07-04 01:00:14",2,-1072806.62528933,2384401.96754289
"3331",3331,"Wiggins2","2015-07-04 01:40:29",2,-1072798.05820372,2384405.25684113
"3332",3332,"Wiggins2","2015-07-04 02:20:11",2,-1072796.95877752,2384412.9886373
"3333",3333,"Wiggins2","2015-07-04 03:00:14",2,-1072789.33406655,2384409.65069118
"3334",3334,"Wiggins2","2015-07-04 03:40:14",2,-1072789.49112627,2384408.54614873
"3335",3335,"Wiggins2","2015-07-04 04:20:30",2,-1072975.87705359,2384635.63579003
"3336",3336,"Wiggins2","2015-07-04 05:00:32",2,-1073429.64792037,2385260.24669912
"3337",3337,"Wiggins2","2015-07-04 05:40:06",2,-1073605.13672106,2385905.00192805
"3338",3338,"Wiggins2","2015-07-04 06:20:14",2,-1073611.18752126,2385919.38560238
"3339",3339,"Wiggins2","2015-07-04 07:00:30",2,-1073685.83359664,2386191.44453287
"3340",3340,"Wiggins2","2015-07-04 07:40:12",2,-1073639.94117378,2386172.51648725
"3341",3341,"Wiggins2","2015-07-04 08:20:07",2,-1073639.78396023,2386173.62097747
"3342",3342,"Wiggins2","2015-07-04 09:00:13",2,-1073605.2062823,2386188.98286737
"3343",3343,"Wiggins2","2015-07-04 09:40:29",2,-1073603.79140276,2386198.92328108
"3344",3344,"Wiggins2","2015-07-04 10:20:13",2,-1073652.67081102,2386196.86580281
"3345",3345,"Wiggins2","2015-07-04 11:00:15",2,-1073668.54471403,2386199.12535128
"3346",3346,"Wiggins2","2015-07-04 11:40:13",2,-1073676.48166375,2386200.25513804
"3347",3347,"Wiggins2","2015-07-04 12:20:14",2,-1073664.69540569,2386169.27884352
"3348",3348,"Wiggins2","2015-07-04 13:00:29",2,-1073678.21107632,2386188.10575788
"3349",3349,"Wiggins2","2015-07-04 13:40:13",2,-1073670.74576836,2386183.66250105
"3350",3350,"Wiggins2","2015-07-04 14:20:27",2,-1073807.25975765,2385964.19864484
"3351",3351,"Wiggins2","2015-07-04 15:00:13",2,-1073885.1415089,2385929.08422726
"3352",3352,"Wiggins2","2015-07-04 15:40:05",2,-1073884.82701993,2385931.29320917
"3353",3353,"Wiggins2","2015-07-04 16:20:13",2,-1073883.88355306,2385937.9201544
"3354",3354,"Wiggins2","2015-07-04 17:00:29",2,-1073997.90941753,2385990.21484774
"3355",3355,"Wiggins2","2015-07-04 17:40:12",2,-1073968.1220876,2386028.79503361
"3356",3356,"Wiggins2","2015-07-04 18:20:12",2,-1073844.19741233,2385932.27021291
"3357",3357,"Wiggins2","2015-07-04 19:00:12",2,-1073755.37940281,2386214.86692693
"3358",3358,"Wiggins2","2015-07-04 19:40:19",2,-1073570.77761355,2386430.86579753
"3359",3359,"Wiggins2","2015-07-04 20:20:12",2,-1073684.24975516,2386430.11487392
"3360",3360,"Wiggins2","2015-07-04 21:00:13",2,-1073668.85379992,2386310.72922706
"3361",3361,"Wiggins2","2015-07-04 21:40:05",2,-1073660.60252841,2386311.80842222
"3362",3362,"Wiggins2","2015-07-04 22:20:05",2,-1073660.4453094,2386312.91290915
"3363",3363,"Wiggins2","2015-07-04 23:00:22",2,-1073634.59101072,2386323.88195909
"3364",3364,"Wiggins2","2015-07-04 23:40:13",2,-1073466.18844705,2386312.30851216
"3365",3365,"Wiggins2","2015-07-05 00:20:12",2,-1073414.95394472,2386217.12180646
"3366",3366,"Wiggins2","2015-07-05 01:00:20",2,-1073209.53623776,2386181.13023409
"3367",3367,"Wiggins2","2015-07-05 01:40:13",2,-1073442.38160727,2386081.29401975
"3368",3368,"Wiggins2","2015-07-05 02:20:26",2,-1073366.54646006,2386215.86733358
"3369",3369,"Wiggins2","2015-07-05 03:00:12",2,-1073209.69338954,2386180.02573635
"3370",3370,"Wiggins2","2015-07-05 03:40:12",2,-1073209.53623776,2386181.13023409
"3371",3371,"Wiggins2","2015-07-05 04:20:12",2,-1073210.0854054,2386120.35802259
"3372",3372,"Wiggins2","2015-07-05 05:00:19",2,-1073107.38348361,2386443.80225297
"3373",3373,"Wiggins2","2015-07-05 05:40:13",2,-1073105.81206611,2386454.84719218
"3374",3374,"Wiggins2","2015-07-05 06:20:12",2,-1073103.29779871,2386472.51909066
"3375",3375,"Wiggins2","2015-07-05 07:00:12",2,-1073097.08968145,2386459.24047558
"3376",3376,"Wiggins2","2015-07-05 07:40:13",2,-1073096.77540034,2386461.4494633
"3377",3377,"Wiggins2","2015-07-05 08:20:30",2,-1073146.75263787,2386451.65730419
"3378",3378,"Wiggins2","2015-07-05 09:00:11",2,-1073058.90039566,2386500.00807643
"3379",3379,"Wiggins2","2015-07-05 09:40:15",2,-1073032.18204934,2386460.14774874
"3380",3380,"Wiggins2","2015-07-05 10:20:54",2,-1073032.33918058,2386459.0432537
"3381",3381,"Wiggins2","2015-07-05 11:00:12",2,-1073032.49631182,2386457.93875865
"3382",3382,"Wiggins2","2015-07-05 11:40:11",2,-1073041.13853446,2386397.19149934
"3383",3383,"Wiggins2","2015-07-05 12:20:11",2,-1072819.0446906,2386023.03667142
"3384",3384,"Wiggins2","2015-07-05 13:00:54",2,-1072195.54509889,2385453.22203792
"3385",3385,"Wiggins2","2015-07-05 13:42:04",2,-1072060.64871215,2384863.86518712
"3386",3386,"Wiggins2","2015-07-05 14:20:48",2,-1072153.91319847,2384720.48647051
"3387",3387,"Wiggins2","2015-07-05 15:00:15",2,-1072125.38856505,2384750.23836491
"3388",3388,"Wiggins2","2015-07-05 15:40:54",2,-1072119.49068816,2384734.7510937
"3389",3389,"Wiggins2","2015-07-05 16:20:13",2,-1072118.39190422,2384742.48292615
"3390",3390,"Wiggins2","2015-07-05 17:00:13",2,-1072131.91429663,2384761.30744976
"3391",3391,"Wiggins2","2015-07-05 17:40:30",2,-1072153.44227696,2384723.80011217
"3392",3392,"Wiggins2","2015-07-05 18:20:20",2,-1072091.99816661,2384814.23129364
"3393",3393,"Wiggins2","2015-07-05 19:00:12",2,-1072534.5560032,2384207.77698857
"3394",3394,"Wiggins2","2015-07-05 19:40:30",2,-1072405.760271,2383575.32225177
"3395",3395,"Wiggins2","2015-07-05 20:20:19",2,-1072487.80382031,2383454.01128452
"3396",3396,"Wiggins2","2015-07-05 21:00:11",2,-1072613.74196551,2383479.80095203
"3397",3397,"Wiggins2","2015-07-05 21:40:11",2,-1072499.93769531,2383596.59625198
"3398",3398,"Wiggins2","2015-07-05 22:20:11",2,-1072499.93769531,2383596.59625198
"3399",3399,"Wiggins2","2015-07-05 23:00:30",2,-1072499.30968098,2383601.01451041
"3400",3400,"Wiggins2","2015-07-05 23:40:18",2,-1072507.2493646,2383602.14306683
"3401",3401,"Wiggins2","2015-07-06 00:20:11",2,-1072507.40636934,2383601.03850242
"3402",3402,"Wiggins2","2015-07-06 01:00:31",2,-1072499.93769531,2383596.59625198
"3403",3403,"Wiggins2","2015-07-06 01:40:19",2,-1072508.03438833,2383596.62024457
"3404",3404,"Wiggins2","2015-07-06 02:20:04",2,-1072507.56337409,2383599.93393798
"3405",3405,"Wiggins2","2015-07-06 03:00:11",2,-1072606.22560875,2383646.63823401
"3406",3406,"Wiggins2","2015-07-06 03:40:25",2,-1072630.67260507,2383645.60602084
"3407",3407,"Wiggins2","2015-07-06 04:20:10",2,-1072646.55187728,2383647.86341849
"3408",3408,"Wiggins2","2015-07-06 05:00:03",2,-1072671.94106764,2383640.20397194
"3409",3409,"Wiggins2","2015-07-06 05:40:10",2,-1072575.09511493,2383637.70539224
"3410",3410,"Wiggins2","2015-07-06 06:20:11",2,-1072311.02730612,2383899.92109343
"3411",3411,"Wiggins2","2015-07-06 07:00:30",2,-1072329.12696354,2384000.53130675
"3412",3412,"Wiggins2","2015-07-06 07:40:18",2,-1072329.91189466,2383995.00851034
"3413",3413,"Wiggins2","2015-07-06 08:20:10",2,-1072337.22321415,2384000.55512501
"3414",3414,"Wiggins2","2015-07-06 09:00:10",2,-1072321.97262444,2383993.88014053
"3415",3415,"Wiggins2","2015-07-06 09:40:30",2,-1072301.7886171,2384078.90737074
"3416",3416,"Wiggins2","2015-07-06 10:20:22",2,-1072306.96908015,2384042.45694323
"3417",3417,"Wiggins2","2015-07-06 11:00:48",2,-1072293.22150511,2384082.19726332
"3418",3418,"Wiggins2","2015-07-06 11:40:11",2,-1072216.27483621,2384110.70215829
"3419",3419,"Wiggins2","2015-07-06 12:20:04",2,-1072275.30240483,2384094.29986788
"3420",3420,"Wiggins2","2015-07-06 13:00:30",2,-1072275.30240483,2384094.29986788
"3421",3421,"Wiggins2","2015-07-06 13:40:30",2,-1072280.41590632,2384115.31023033
"3422",3422,"Wiggins2","2015-07-06 14:21:32",2,-1072289.6109082,2384107.60209556
"3423",3423,"Wiggins2","2015-07-06 15:00:10",2,-1072288.98297846,2384112.02032614
"3424",3424,"Wiggins2","2015-07-06 15:40:30",2,-1072271.06394197,2384124.12293248
"3425",3425,"Wiggins2","2015-07-06 16:20:17",2,-1072279.78798133,2384119.72846093
"3426",3426,"Wiggins2","2015-07-06 17:00:42",2,-1072366.78237167,2384020.53253452
"3427",3427,"Wiggins2","2015-07-06 17:40:10",2,-1072338.38915538,2383935.36227677
"3428",3428,"Wiggins2","2015-07-06 18:20:10",2,-1072449.81007429,2383721.31610928
"3429",3429,"Wiggins2","2015-07-06 19:00:29",2,-1072433.90823813,2383605.24114905
"3430",3430,"Wiggins2","2015-07-06 19:40:30",2,-1072998.19505411,2384592.60800124
"3431",3431,"Wiggins2","2015-07-06 20:20:27",2,-1073650.3320131,2384278.57834341
"3432",3432,"Wiggins2","2015-07-06 21:00:30",2,-1074261.80931999,2383909.22027788
"3433",3433,"Wiggins2","2015-07-06 21:40:20",2,-1074237.75751473,2383850.57685415
"3434",3434,"Wiggins2","2015-07-06 22:20:25",2,-1074239.80187039,2383836.21798431
"3435",3435,"Wiggins2","2015-07-06 23:00:30",2,-1074259.36927625,2383983.24939314
"3436",3436,"Wiggins2","2015-07-06 23:40:17",2,-1074243.8814006,2384035.13618476
"3437",3437,"Wiggins2","2015-07-07 00:20:09",2,-1074251.73936167,2384093.72767541
"3438",3438,"Wiggins2","2015-07-07 01:00:09",2,-1074251.89662614,2384092.62315243
"3439",3439,"Wiggins2","2015-07-07 01:40:27",2,-1074250.00945276,2384105.87742685
"3440",3440,"Wiggins2","2015-07-07 02:20:02",2,-1074210.08013243,2384044.97352293
"3441",3441,"Wiggins2","2015-07-07 03:00:08",2,-1074229.72780662,2384134.54329288
"3442",3442,"Wiggins2","2015-07-07 03:40:08",2,-1074253.69663663,2384250.64732905
"3443",3443,"Wiggins2","2015-07-07 04:20:19",2,-1074106.78654747,2384201.5581928
"3444",3444,"Wiggins2","2015-07-07 05:00:10",2,-1074097.275051,2384211.47318686
"3445",3445,"Wiggins2","2015-07-07 05:40:30",2,-1074110.47993936,2384232.51055786
"3446",3446,"Wiggins2","2015-07-07 06:20:18",2,-1073757.78284143,2384263.44371896
"3447",3447,"Wiggins2","2015-07-07 07:00:09",2,-1073286.58132675,2384671.94354177
"3448",3448,"Wiggins2","2015-07-07 07:40:10",2,-1073353.25443133,2385227.96601953
"3449",3449,"Wiggins2","2015-07-07 08:20:30",2,-1073459.12303361,2385565.31670815
"3450",3450,"Wiggins2","2015-07-07 09:00:17",2,-1073432.00953962,2385585.12269577
